Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
20-Apr-2026,"INR 247,181.96",30.0,DILIP KUMAR,20-Apr-2026 03:57 PM,573.pdf (626.00 KB),AOC for Acceptance No 573 date 24.03.2026,Finance,Evaluation Letter,DILIP KUMAR,16-Mar-2026 04:24 PM,finance_2086226.pdf,BOQ Comparative Chart,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,20-Apr-2026 03:50 PM,techsummary_2086226.pdf (1319.25 KB),1,5953115,M/S KRISHNA ENTERPRISES,06-Mar-2026 09:00 PM,Accepted-AOC,Financial bid is accepted at the Price Rs. 247181.96 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,20-Apr-2026 03:57 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1120995_15,389/E-Tender/2025-26 dt. 24.02.2026,Vidhayak Niwas-1 me Awas No.-76B se 112B tak ke awason me saamanya civil anurakshan sambandhi karya.,1.0,5953115.0,M/S KRISHNA ENTERPRISES,INR,"247,181.96",EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,20-Apr-2026 03:54 PM,finsummary_2086226.pdf (1319.25 KB),AOC,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,389/E-Tender/2025-26 dt. 24.02.2026,2026_PWDBL_1120995_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,03-Mar-2026 09:00 AM,09-Mar-2026 12:30 PM,03-Mar-2026 09:00 AM,09-Mar-2026 12:00 PM,NA ,NA ,03-Mar-2026 09:00 AM,09-Mar-2026 12:00 PM,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,Vidhayak Niwas-1 me Awas No.-76B se 112B tak ke awason me saamanya civil anurakshan sambandhi karya.,Vidhayak Niwas-1 me Awas No.-76B se 112B tak ke awason me saamanya civil anurakshan sambandhi karya.,Please refer Tender documents. ,NA ,"2,50,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,06-Mar-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,1.0,SBI Bank,"25,000",No,fixed,,Nil,Nil,770.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,5948503,M/S SUPRIYA ENTERPRISES,07-Mar-2026 08:29 PM,Rejected-Finance,Financial bid Rejected due to L2,20-Apr-2026 03:54 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
