EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"26,200",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,13-Mar-2026 11:00 AM,04-Apr-2026 12:00 PM,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,09-Apr-2026 06:55 PM,309.0,adhishashi adhikari nagar palika parishad,sandila,No,1.0,Fee/PreQual/Technical,.pdf,tech,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124698_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,15-npp sandila me wno10 me ramsingh ke makan se munnu chaudhary ke makan tak cc sadak va nali nirman karya,15-npp sandila me wno10 me ramsingh ke makan se munnu chaudhary ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"3,09,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JE,sandila,AOC,eo and je,Internal,,Shiv Kumar,11-Apr-2026 01:30 PM,finsummary_2095954.pdf (147.76 KB),Technical,3 admitted,Shiv Kumar,09-Apr-2026 03:49 PM,,eo and je,Internal,,gaurav Shukla,09-Apr-2026 06:36 PM,09-Apr-2026 06:55 PM,techsummary_2095954.pdf (107.92 KB),Finance,PARVEZ ALAM CONTRACTOR AND SUPPLIERS WINNER,Shiv Kumar,10-Apr-2026 01:36 PM,,BOQ Comparative Chart,1.0,6025259.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,INR,"259,961.7",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124698_1,1298/NP/NV/RVA/2025-26,15-npp sandila me wno10 me ramsingh ke makan se munnu chaudhary ke makan tak cc sadak va nali nirman karya,1.0,6024341.0,MOHD BILAL THEKEDAR,31-Mar-2026 03:54 PM,Rejected-AOC,L2,11-Apr-2026 01:32 PM,11-Apr-2026,"INR 259,961.7",60.0,Shiv Kumar,11-Apr-2026 01:32 PM,15.pdf (148.00 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6025259.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,01-Apr-2026 11:17 AM,Accepted-AOC,L1,11-Apr-2026 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6024200.0,M/S SANJAY TIWARI CONTRACTOR,31-Mar-2026 01:21 PM,Rejected-AOC,L3,11-Apr-2026 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
