Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Office of The Director Ground Water Department||Superintending Engineer Bareilly||Executive Engineer Groundwater Department Aligarh (Mechanical),11/ATALRWH/HTH/2025-26,2026_UPGWD_1106986_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,19-Jan-2026 02:25 PM,24-Jan-2026 04:15 PM,19-Jan-2026 02:25 PM,24-Jan-2026 04:10 PM,NA ,NA ,19-Jan-2026 02:25 PM,24-Jan-2026 04:10 PM,26-Jan-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,FEE DOCUMENTS,Installation/Construction of Roof Top Rain Water Harvesting Structures at Government High School Rasgawan Sehpau Hathras.,Installation Construction of Roof Top Rain Water Harvesting Structures at Government High School Rasgawan Sehpau Hathras,NIT DOCUMENTS TENDER DOCUMENTS BOQ ,NA ,,Civil Works - Others,RWH ,Tender,90.0,30.0,ALIGARH MANDAL,202001.0,NA ,NA ,NA ,ALIGARH,No ,No,"2,354",Nil,Nil,No,1.0,SBI Bank,EXECUTIVE ENGINEER,GROUND WATER DEPARTMENT DIVISION ALIGARH,"8,500",No,fixed,,Nil,Nil,AOC,Technical,A total of three technical bids received were opened online on the scheduled date and time,Dharamveer Rathore,25-Jan-2026 09:13 AM,technical_2043272.pdf,DHARAMVEER SINGH RATHORE,Internal,JA DP TA JE AG EE,Dharamveer Rathore,26-Jan-2026 11:40 PM,finsummary_2043272.pdf (538.37 KB),Finance,Financial bids were evaluated and comparative statement was prepared as per tender conditions,Dharamveer Rathore,26-Jan-2026 11:20 PM,finance_2043272.pdf,BOQ Comparative Chart,DHARAMVEER SINGH RATHORE,Internal,JUNIORASISTANTDATAPROCESSRORJUNIORENGINEERTECHNICALASISTANTASSISTNTGEOPHYSICISTEXECUTIVEENGINEER,Dharamveer Rathore,25-Jan-2026 09:53 AM,26-Jan-2026 10:00 AM,techsummary_2043272.pdf (281.36 KB),10-Feb-2026,"INR 419,356.502",30.0,Dharamveer Rathore,24-Apr-2026 11:44 PM,11UPATALRWH.pdf (1617.00 KB),"L1 bidder found technically qualified and rates are reasonable, hence recommended for AOC",Office of The Director Ground Water Department||Superintending Engineer Bareilly||Executive Engineer Groundwater Department Aligarh (Mechanical),2026_UPGWD_1106986_1,11/ATALRWH/HTH/2025-26,Installation/Construction of Roof Top Rain Water Harvesting Structures at Government High School Rasgawan Sehpau Hathras.,1.0,5820171.0,SHEELA ENTERPRISES,INR,"419,356.502",1,5820499,JINDAL ASSOCIATES,23-Jan-2026 07:18 PM,Rejected-AOC,L3 REJECTED,24-Apr-2026 11:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5820171,SHEELA ENTERPRISES,23-Jan-2026 07:27 PM,Accepted-AOC,L1 ACCEPTED,24-Apr-2026 11:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5820569,VRIDHHI ENTERPRISES,23-Jan-2026 05:28 PM,Rejected-AOC,L2 REJECTED,24-Apr-2026 11:44 PM,AOC
