Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Finance,ADMITTED,Jitendra Singh Yadav,30-Mar-2026 04:36 PM,,BOQ Comparative Chart,ARUN KUMAR SINGH,Internal,AE PO PD,Jitendra Singh Yadav,20-Mar-2026 05:32 PM,20-Mar-2026 06:30 PM,techsummary_2084007.pdf (543.98 KB),02-Apr-2026,"INR 1,657,486.74",90.0,Jitendra Singh Yadav,01-Apr-2026 02:24 PM,committee.pdf (621.00 KB),TENDER VALUE,1.0,5955480.0,KARTAVYA CONSTRUCTION AND SUPPLIERS,09-Mar-2026 12:49 PM,Accepted-AOC,LOWER BID,01-Apr-2026 02:24 PM,1.0,5955480.0,KARTAVYA CONSTRUCTION AND SUPPLIERS,INR,"1,657,486.74",ARUN KUMAR SINGH,Internal,AE PO PD,Jitendra Singh Yadav,01-May-2026 05:11 PM,finsummary_2084007.pdf (620.53 KB),State Urban Development Agency||District Urban Development Agency||Farrukhabad,2026_SUDA_1120371_1,411/DUDA/2025-26,NAGAR PALIKA PARISHAD FARRUKHABAD KE WARD 13 MUNSHI PREMCHAHND NAGAR ME VINOD KATIYAR KE MAKAN SE BALRAM KUSHWAH KE MAKAN TAK CC AVAM NALI NIRMAN KARYA,Technical,ADMITTED,Jitendra Singh Yadav,13-Mar-2026 09:08 PM,,AOC,27-Feb-2026 05:00 PM,09-Mar-2026 02:00 PM,27-Feb-2026 05:00 PM,09-Mar-2026 01:00 PM,NA ,NA ,27-Feb-2026 05:00 PM,09-Mar-2026 01:00 PM,20-Mar-2026 06:30 PM,1,DD - Demand Draft,State Urban Development Agency||District Urban Development Agency||Farrukhabad,411/DUDA/2025-26,2026_SUDA_1120371_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,PO DUDA FARRUKHABAD,FATEHGARH FARRUKHABAD,"34,000",Yes,fixed,,PO DUDA FARRUKHABAD,FARRUKHABAD,"2,000",PO DUDA FARRUKHABAD,FARRUKHABAD,Yes,NAGAR PALIKA PARISHAD FARRUKHABAD KE WARD 13 MUNSHI PREMCHAHND NAGAR ME VINOD KATIYAR KE MAKAN SE BALRAM KUSHWAH KE MAKAN TAK CC AVAM NALI NIRMAN KARYA,NAGAR PALIKA PARISHAD FARRUKHABAD KE WARD 13 MUNSHI PREMCHAHND NAGAR ME VINOD KATIYAR KE MAKAN SE BALRAM KUSHWAH KE MAKAN TAK CC AVAM NALI NIRMAN KARYA,Please refer Tender documents. ,NA ,"16,74,000",Civil Works - Roads,NA ,Tender,30.0,90.0,DUDA FARRUKHABAD,209601.0,NA ,NA ,NA ,DUDA FARRUKHABD,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,,2.0,5958078.0,MS AMLESH RATHORE,09-Mar-2026 11:52 AM,Rejected-AOC,LOWER BID,01-Apr-2026 02:24 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,3.0,5956712.0,M/S CHANDRA PRAKASH SHUKLA,08-Mar-2026 03:19 PM,Not Admitted-Finance,Not qualified for AOC,30-Mar-2026 04:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
