S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,6009768,DHARAM DEV CHAUHAN,26-Mar-2026 02:05 PM,Rejected-AOC,below 14.19 percent,17-Apr-2026 04:38 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow",2026_UPIDC_1128608_1,Letter no.378/DCL/eTender/Dt.26.02.26,Construction of R.C.C. V.R.B. at Km. 1.870 of Sonhar Drain,1.0,6010166.0,M/s VINAY KUMAR CONTRACTOR,INR,"5,495,867.4",13-Apr-2026,"INR 5,495,867.4",270.0,Kumar Viplaw,17-Apr-2026 04:38 PM,AOC01.pdf (1272.00 KB),"M/s Vinay Kumar Contractor Village - Khamini, Post - Padam, Distt.- Firozabad",Kumar Viplaw S.E.,Internal,Ashutosh Saraswat E.E. Kalpana Yadav E.E.,Kumar Viplaw,30-Mar-2026 04:45 PM,04-Apr-2026 11:00 AM,techsummary_2104984.pdf (1244.03 KB),Finance,M/s VINAY KUMAR CONTRACTOR is L1,Kumar Viplaw,04-Apr-2026 11:37 AM,finance_2104984.pdf,BOQ Comparative Chart,Kumar Viplaw S.E.,Internal,Faujadar Ram E.E. Kalpana Yadav E.E.,Kumar Viplaw,04-Apr-2026 01:15 PM,finsummary_2104984.pdf (30.35 KB),Technical,Total 10 bid received and only 06 bidders have qualified for Financial Bid Opening,Kumar Viplaw,30-Mar-2026 04:38 PM,technical_2104984.pdf,AOC,1.0,SBI Bank,720.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow",Letter no.378/DCL/eTender/Dt.26.02.26,2026_UPIDC_1128608_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Construction of R.C.C. V.R.B. at Km. 1.870 of Sonhar Drain,Construction of R.C.C. V.R.B. at Km. 1.870 of Sonhar Drain of District Hardoi,Please refer Tender documents. ,NA ,"70,80,000",Civil Works,NA ,Tender,90.0,270.0,Hardoi,241001.0,NA ,NA ,NA ,Lucknow,No ,No,21-Mar-2026 10:00 AM,27-Mar-2026 11:00 AM,21-Mar-2026 10:00 AM,26-Mar-2026 05:00 PM,NA ,NA ,21-Mar-2026 10:00 AM,26-Mar-2026 05:00 PM,04-Apr-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender Fee,S.E.,"Office of Superintending Engineer Drainage Circle, Yojana Nagar Lucknow","1,42,000",No,fixed,,Nil,Nil,AOC
2,6010018,Jagat Construction,26-Mar-2026 04:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Supporting Doc,,,,,,,,,AOC
3,6009022,M/S J.P. INTERPRISES,26-Mar-2026 10:56 AM,Rejected-AOC,below 14.70 percent,17-Apr-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,AOC
4,6007391,M/S KAPOOR TRADERS,25-Mar-2026 03:46 PM,Rejected-AOC,below 16.43 percent,17-Apr-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,6003918,M/S KOUSHAL KISHORE SINGH THEKEDAR,24-Mar-2026 04:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,6008874,M/s RATHAUR CONSTRUCTION,26-Mar-2026 01:27 PM,Rejected-AOC,below 14.96 percent,17-Apr-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,6007631,M/S SAI DEVELOPER,25-Mar-2026 04:42 PM,Rejected-AOC,below 21.25 percent,17-Apr-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,6010166,M/s VINAY KUMAR CONTRACTOR,26-Mar-2026 04:59 PM,Accepted-AOC,below 22.37,17-Apr-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,6007165,PRAVEEN KUMAR BAJPAI,25-Mar-2026 02:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5999910,Ram Sewak Gupta,25-Mar-2026 03:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
