Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Improvement of Road and Drain from H/O Subhash to H/O Ram ji Tiwari at bibipur crossing in ward-11,Improvement of Road and Drain from H/O Subhash to H/O Ram ji Tiwari at bibipur crossing in ward-11,Please refer Tender documents. ,NA ,"9,98,193",Civil Works,NA ,Tender,90.0,45.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"1,180",Nil,Nil,No,"CHIEF ENGINEER, KMC",Motijheel,"Kanpur Municipal Corporation, Kanpur, UP",1474/AA-2/24-25,2026_NNKAN_1105355_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"99,819",No,percentage,10.0%,Nil,Nil,10-Jan-2026 04:00 PM,16-Jan-2026 04:00 PM,10-Jan-2026 04:00 PM,16-Jan-2026 03:00 PM,NA ,NA ,10-Jan-2026 04:00 PM,16-Jan-2026 03:00 PM,1.0,SBI Bank,AOC,CE,Internal,,DIVAKAR BHASKAR,20-Jan-2026 10:46 AM,finsummary_2039522.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,20-Jan-2026 10:44 AM,techsummary_2039522.pdf (194.18 KB),07-Apr-2026,"INR 840,259",45.0,DIVAKAR BHASKAR,08-Apr-2026 07:18 PM,1105355babaandeshrsup.pdf (699.00 KB),AOC,1,5806890,M/S BABA ANANDESWAR SUPPLIERS,15-Jan-2026 05:21 PM,Accepted-AOC,AOC,08-Apr-2026 07:18 PM,1.0,5806890.0,M/S BABA ANANDESWAR SUPPLIERS,INR,"840,259","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1105355_1,1474/AA-2/24-25,Improvement of Road and Drain from H/O Subhash to H/O Ram ji Tiwari at bibipur crossing in ward-11,Finance,M/S BABA ANANDESWAR SUPPLIERS,Akash Deep,19-Jan-2026 12:37 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,5807089,REETIKA ENTERPRISES,15-Jan-2026 06:31 PM,Rejected-Finance,L2,20-Jan-2026 10:46 AM,,,,,,,,,,,,,,,,AOC
