Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
378.0,adhishashi adhikari nagar palika parishad,sandila,No,EO and JE,SANDILA,"32,200",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124439_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,13-Mar-2026 11:00 AM,04-Apr-2026 12:00 PM,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,10-Apr-2026 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,TECH,7-npp sandila wno 6 me akash mishra ke makan se umesh tiwari ke makan tak va balram singh se harsh dixit ke makan tak cc sadak va nali nirman karya,7-npp sandila wno 6 me akash mishra ke makan se umesh tiwari ke makan tak va balram singh se harsh dixit ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"3,80,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,AOC,eo and je,Internal,,gaurav Shukla,10-Apr-2026 11:28 AM,10-Apr-2026 11:30 AM,techsummary_2095423.pdf (108.94 KB),Finance,asthana constructions,Shiv Kumar,10-Apr-2026 01:14 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,11-Apr-2026 02:08 PM,finsummary_2095423.pdf (150.39 KB),Technical,6 admitted,Shiv Kumar,09-Apr-2026 02:16 PM,,1,6025298,asthana constructions,01-Apr-2026 11:49 AM,Accepted-AOC,L1,11-Apr-2026 02:11 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124439_1,1298/NP/NV/RVA/2025-26,7-npp sandila wno 6 me akash mishra ke makan se umesh tiwari ke makan tak va balram singh se harsh dixit ke makan tak cc sadak va nali nirman karya,1.0,6025298.0,asthana constructions,INR,"307,800",11-Apr-2026,"INR 307,800",60.0,Shiv Kumar,11-Apr-2026 02:11 PM,7.pdf (150.00 KB),AOC
,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6025736,MOHAMMED ADIL,01-Apr-2026 04:16 PM,Rejected-AOC,L4,11-Apr-2026 02:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6025412,M/S ABDUL MOIZ CONTRACTOR,01-Apr-2026 01:41 PM,Rejected-AOC,L6,11-Apr-2026 02:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,6027122,M/S OM CONSTRUCTIONS,02-Apr-2026 04:27 PM,Rejected-AOC,L3,11-Apr-2026 02:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,6024126,M/S SANJAY TIWARI CONTRACTOR,31-Mar-2026 12:46 PM,Rejected-AOC,L2,11-Apr-2026 02:11 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,6025479,STAR BUILDERS & SUPPLIERS,01-Apr-2026 01:41 PM,Rejected-AOC,L5,11-Apr-2026 02:11 PM,,,,,,,,,,,,,,,,AOC
