Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Feb-2026 02:02 PM,25-Feb-2026 12:00 PM,techsummary_2066226.pdf (421.57 KB),Technical,Technical bid open,Sujit Kumar Sinha,21-Feb-2026 12:10 PM,technical_2066226.pdf,07-Mar-2026,"INR 235,745.73",180.0,Sujit Kumar Sinha,13-Apr-2026 05:22 PM,Document2.pdf (26.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1113924_43,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",Gramsabha Badkhadiya me Hukum Chand Maurya ke ghar ke saamne Durga Pooja Mandir ke paas highmask light sthapna karya-Balha_43,1,5879369,M/s Mangal Enterprises,19-Feb-2026 07:49 PM,Rejected-Finance,High,26-Feb-2026 04:43 PM,1.0,5884082.0,M/s Sandeep Kumar Agarwal,INR,"235,745.73",Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,26-Feb-2026 04:43 PM,finsummary_2066226.pdf (45.28 KB),Finance,Financial bid open,Sujit Kumar Sinha,25-Feb-2026 04:57 PM,finance_2066226.pdf,BOQ Comparative Chart,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",2026_REDUP_1113924_43,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,596.0,Nil,Nil,No,Gramsabha Badkhadiya me Hukum Chand Maurya ke ghar ke saamne Durga Pooja Mandir ke paas highmask light sthapna karya-Balha_43,Gramsabha Badkhadiya me Hukum Chand Maurya ke ghar ke saamne Durga Pooja Mandir ke paas highmask light sthapna karya-Balha_43,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,1.0,SBI Bank,"4,000",No,fixed,,Nil,Nil,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",11-Feb-2026 12:00 PM,20-Feb-2026 12:30 PM,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,NA ,NA ,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5884082,M/s Sandeep Kumar Agarwal,18-Feb-2026 12:01 AM,Accepted-AOC,AOC,13-Apr-2026 05:22 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
