Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,06-Mar-2026 04:13 PM,07-Mar-2026 12:00 PM,techsummary_2079293.pdf (411.09 KB),Technical,Technical bid open,Sujit Kumar Sinha,04-Mar-2026 03:02 PM,technical_2079293.pdf,13-Mar-2026,"INR 1,111,768.78",180.0,Sujit Kumar Sinha,08-Apr-2026 12:12 PM,Document2.pdf (26.00 KB),1,5906189,Satya Narain Tiwari,24-Feb-2026 03:40 PM,Accepted-AOC,AOC,08-Apr-2026 12:12 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1113924_56,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",Sri Nand Inter College Pahunchkatta me ek adad kaksha ka nirman karya-Viseshwarganj_24,1.0,5906189.0,Satya Narain Tiwari,INR,"1,111,768.78",Finance,Financial bid open,Sujit Kumar Sinha,07-Mar-2026 01:47 PM,finance_2079293.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,07-Mar-2026 02:15 PM,finsummary_2079293.pdf (43.79 KB),AOC,"Office of the Executive Enginer, R.E.D. Bahraich","Office of the Executive Enginer, R.E.D. Bahraich","18,900",No,fixed,,Nil,Nil,788.0,Nil,Nil,No,21-Feb-2026 12:00 PM,27-Feb-2026 12:30 PM,21-Feb-2026 12:00 PM,27-Feb-2026 12:00 PM,NA ,NA ,21-Feb-2026 12:00 PM,27-Feb-2026 12:00 PM,07-Mar-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",2026_REDUP_1113924_56,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Sri Nand Inter College Pahunchkatta me ek adad kaksha ka nirman karya-Viseshwarganj_24,Sri Nand Inter College Pahunchkatta me ek adad kaksha ka nirman karya-Viseshwarganj_24,Please refer Tender documents. ,NA ,"9,44,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid document,AOC
,,,,,,,,,,,,,,,,,,2,5905733,SUSHILA DEVI,25-Feb-2026 08:48 AM,Rejected-Finance,High,07-Mar-2026 02:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
