Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1128977_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,653.0,adhishashi adhikari nagar palika parishad,sandila,No,23-Mar-2026 11:00 AM,13-Apr-2026 12:00 PM,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,20-Apr-2026 06:00 PM,1.0,Fee/PreQual/Technical,.pdf,tech,EO and JE,sandila,7-npp sandila me wn7 me atrauli road se rajaram gupta ke hote huye sonu yadav ke makan tak cc sadak va nali nirman karya,7-npp sandila me wn7 me atrauli road se rajaram gupta ke hote huye sonu yadav ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"6,52,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,"55,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,1,DD - Demand Draft,AOC,eo and je,Internal,,Shiv Kumar,20-Apr-2026 05:53 PM,20-Apr-2026 06:00 PM,techsummary_2105903.pdf (107.87 KB),Finance,SUSHIL KUMAR GUPTA CONTRACTOR WINNER,Shiv Kumar,21-Apr-2026 01:50 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,21-Apr-2026 01:54 PM,finsummary_2105903.pdf (150.93 KB),Technical,4 ADMITTED,Shiv Kumar,20-Apr-2026 05:51 PM,,1.0,6042624.0,FAIZUL HAQ,12-Apr-2026 06:17 PM,Rejected-AOC,L3,21-Apr-2026 01:56 PM,1.0,6040922.0,M/S SUSHIL KUMAR GUPTA CONTRACTOR,INR,"485,727.32",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1128977_1,1342/NP/NV/RVA/2025-26,7-npp sandila me wn7 me atrauli road se rajaram gupta ke hote huye sonu yadav ke makan tak cc sadak va nali nirman karya,21-Apr-2026,"INR 485,727.32",60.0,Shiv Kumar,21-Apr-2026 01:56 PM,7.pdf (151.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6042603.0,MOHD BILAL THEKEDAR,12-Apr-2026 06:09 PM,Rejected-AOC,L3,21-Apr-2026 01:56 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6040922.0,M/S SUSHIL KUMAR GUPTA CONTRACTOR,11-Apr-2026 11:34 AM,Accepted-AOC,L1,21-Apr-2026 01:56 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6042305.0,STAR BUILDERS & SUPPLIERS,12-Apr-2026 05:43 PM,Rejected-AOC,L2,21-Apr-2026 01:56 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
