Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(215)/NNA/2025-26,2026_DOLBU_1116583_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Feb-2026 06:23 PM,28-Feb-2026 11:00 AM,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,NA ,NA ,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,07-Apr-2026 02:30 PM,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"14,44,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,1.0,SBI Bank,"2,360",Nil,Nil,No,EE,NAGAR NIGAM ALIGARH,"1,44,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC,Technical,All Documents Completed,Danish Haider Naqvi,07-Apr-2026 02:02 PM,technical_2077255.pdf,CE,Internal,EE,Danish Haider Naqvi,16-Apr-2026 12:36 PM,finsummary_2077255.pdf (328.44 KB),Finance,OK,Danish Haider Naqvi,16-Apr-2026 11:38 AM,,BOQ Comparative Chart,CE,Internal,EE,Rajesh Kumar,07-Apr-2026 02:09 PM,07-Apr-2026 02:30 PM,techsummary_2077255.pdf (478.80 KB),30-Apr-2026,"INR 1,435,336",30.0,Rajesh Kumar,30-Apr-2026 05:24 PM,t153.pdf (341.00 KB),ok,1,5937642,M/S AARIF KHAN,27-Feb-2026 01:46 PM,Accepted-AOC,ok,30-Apr-2026 05:24 PM,1.0,5937642.0,M/S AARIF KHAN,INR,"1,435,336",Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1116583_1,6269(215)/NNA/2025-26,NIRMAN WORK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5938060,M/S BHATI CONSTRUCTION,27-Feb-2026 02:58 PM,Rejected-Finance,OK,16-Apr-2026 12:36 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5937902,M/S C.K.CONSTRUCTION,27-Feb-2026 02:31 PM,Rejected-Finance,OK,16-Apr-2026 12:36 PM,,,,,,,,,,AOC
