S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,5973145.0,M/S MAROOF AHMAD,INR,"679,748.03",Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1117101_1,313/npgm/padeendaupa/enivida,Nagar Panchayat Ganjmuradabad Unnao Me Ward No 07 Me Ajmeri Ke Ghar Se Afsaar Ke Ghar Tak c.c. road And Nali Ka Nirman Karya.,1.0,5973077.0,M/S JIYAURRAHMAAN CONSTRUCTION SERVICES,14-Mar-2026 07:02 PM,Rejected-Finance,High Quoted Amount,04-Apr-2026 01:28 PM,04-Apr-2026,"INR 679,748.03",90.0,Pratik Verma,04-Apr-2026 03:21 PM,Workorder.pdf (398.00 KB),boq,Executive Officer/Chairman,Internal,,Pratik Verma,04-Apr-2026 01:28 PM,finsummary_2075335.pdf (299.32 KB),Technical,admitted,Gunjan Gupta,17-Mar-2026 12:35 PM,,Executive Officer/Chairman,Internal,,Pratik Verma,25-Mar-2026 04:12 PM,27-Mar-2026 11:00 AM,techsummary_2075335.pdf (311.43 KB),Finance,admitted,Gunjan Gupta,02-Apr-2026 12:32 PM,,BOQ Comparative Chart,AOC,1,DD - Demand Draft,805.0,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,1.0,Fee/PreQual/Technical,.pdf,terms and condition,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,313/npgm/padeendaupa/enivida,2026_DOLBU_1117101_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Date Correction,Date,,Nagar Panchayat Ganjmuradabad Unnao Me Ward No 07 Me Ajmeri Ke Ghar Se Afsaar Ke Ghar Tak c.c. road And Nali Ka Nirman Karya.,Nagar Panchayat Ganjmuradabad Unnao Me Ward No 07 Me Ajmeri Ke Ghar Se Afsaar Ke Ghar Tak c.c. road And Nali Ka Nirman Karya.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Nagar Panchayat Ganjmuradabad Unnao,209869.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,"68,200",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,17-Feb-2026 02:00 PM,16-Mar-2026 02:00 PM,17-Feb-2026 02:00 PM,16-Mar-2026 12:00 PM,NA ,NA ,17-Feb-2026 02:00 PM,16-Mar-2026 12:00 PM,27-Mar-2026 11:00 AM,AOC
,,,,,,,,,2.0,5973145.0,M/S MAROOF AHMAD,14-Mar-2026 07:28 PM,Accepted-AOC,Low Quoted Amount,04-Apr-2026 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,5972996.0,M/S MATI ULLA,14-Mar-2026 06:34 PM,Rejected-Finance,High Quoted Amount,04-Apr-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
