Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,360",Nil,Nil,No,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,29/SE/IWC1K/2025-26,2026_UPIDM_1122523_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,07-Mar-2026 03:00 PM,16-Mar-2026 02:00 PM,07-Mar-2026 03:00 PM,16-Mar-2026 12:00 PM,NA ,NA ,07-Mar-2026 03:00 PM,16-Mar-2026 12:00 PM,18-Mar-2026 03:15 PM,"1,62,000",No,fixed,,Nil,Nil,SE,SE OFFICE 67 A CANTT KANPUR NAGAR,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Document,EXCAVATION WORK BY HYDRAULIC EXCAVATORS THE RIVER TRAINING WORK BY CHANNELIZATION IN RIVER GANGA ON RIGHT SIDE OF RAWALI EMBANKMENT IN BIJNOR DISTRICT,EXCAVATION WORK BY HYDRAULIC EXCAVATORS THE RIVER TRAINING WORK BY CHANNELIZATION IN RIVER GANGA ON RIGHT SIDE OF RAWALI EMBANKMENT IN BIJNOR DISTRICT,Please refer Tender documents. ,NA ,"81,06,000",Miscellaneous Works,NA ,Tender,90.0,90.0,Ganga River IN BIJNOR DISTRICT,246701.0,NA ,NA ,NA ,SE OFFICE 67 A CANTT KANPUR NAGAR,No ,No,AOC,SE,Internal,,Vijay Kumar,18-Mar-2026 03:07 PM,18-Mar-2026 03:15 PM,techsummary_2090430.pdf (494.55 KB),Finance,All Bidder successfully Admitted.,Vijay Kumar,23-Mar-2026 05:00 PM,,BOQ Comparative Chart,SE,Internal,,Vijay Kumar,25-Mar-2026 12:23 PM,finsummary_2090430.pdf (494.55 KB),Technical,All Bidder successfully admitted.,Vijay Kumar,18-Mar-2026 02:14 PM,,1.0,5971391.0,M/S SHAKTI ENTERPRISES,INR,"7,780,376",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,2026_UPIDM_1122523_1,29/SE/IWC1K/2025-26,EXCAVATION WORK BY HYDRAULIC EXCAVATORS THE RIVER TRAINING WORK BY CHANNELIZATION IN RIVER GANGA ON RIGHT SIDE OF RAWALI EMBANKMENT IN BIJNOR DISTRICT,1,5971391,M/S SHAKTI ENTERPRISES,14-Mar-2026 01:20 AM,Accepted-AOC,Agreement has been signed,28-Apr-2026 12:15 PM,25-Mar-2026,"INR 7,780,376",60.0,Vijay Kumar,28-Apr-2026 12:15 PM,T29aoc.pdf (507.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5972070,M/S S S ENTERPRISES,14-Mar-2026 02:30 PM,Rejected-Finance,2nd lowest,25-Mar-2026 12:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5974098,swastik traders,15-Mar-2026 08:05 PM,Rejected-Finance,3rd lowest,25-Mar-2026 12:23 PM,,,,,,,,AOC
