Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
04-Apr-2026,"INR 1,103,639.81",90.0,Sheelendra Singh,04-Apr-2026 03:52 PM,1.pdf (143.00 KB),BOND PHOTOUPLODE,1,5857808,MAA PITAMBRA CONSTRUCTION COMPANY,10-Feb-2026 03:36 PM,Accepted-AOC,ACCEPTED,04-Apr-2026 03:52 PM,1.0,5857808.0,MAA PITAMBRA CONSTRUCTION COMPANY,INR,"1,103,639.81",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JALAUN,2026_REDUP_1112801_1,31/EE/RED/2025-26,150 meter interlocking and drain construction work from Yogi Thakur towards Rambabu Rathore house in Ward No 14 Indra Nagar of Orai Nagar,Technical,technical to be opened,Sheelendra Singh,24-Feb-2026 12:48 PM,technical_2058717.pdf,sheelendra singh,Internal,SHARAD SRIVASTAVA ANUPKUMAR MISHRA,Sheelendra Singh,04-Apr-2026 03:49 PM,finsummary_2058717.pdf (508.52 KB),Finance,financial cover to be opened,SHARAD SRIVASTAVA,12-Mar-2026 02:04 PM,finance_2058717.pdf,BOQ Comparative Chart,sheelendra singh,Internal,sharad srivastava anup kumar mishra,Sheelendra Singh,25-Feb-2026 01:44 AM,25-Feb-2026 10:00 AM,techsummary_2058717.pdf (1874.02 KB),AOC,1.0,SBI Bank,05-Feb-2026 06:00 PM,13-Feb-2026 12:30 PM,05-Feb-2026 06:00 PM,12-Feb-2026 05:00 PM,NA ,NA ,05-Feb-2026 06:00 PM,12-Feb-2026 05:00 PM,25-Feb-2026 10:00 AM,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT JALUN AT ORAI,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JALAUN,31/EE/RED/2025-26,2026_REDUP_1112801_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"23,000",No,fixed,,Nil,Nil,766.0,Nil,Nil,No,150 meter interlocking and drain construction work from Yogi Thakur towards Rambabu Rathore house in Ward No 14 Indra Nagar of Orai Nagar,150 meter interlocking and drain construction work from Yogi Thakur towards Rambabu Rathore house in Ward No 14 Indra Nagar of Orai Nagar,Please refer Tender documents. ,NA ,"11,05,000",Civil Works - Roads,NA ,Rate Contract,90.0,90.0,ORAI,285001.0,NA ,NA ,NA ,EXECUTIVE ENGINEER RURAL ENGINEERING DEPARTMENT,No ,No,1,Fee/PreQual/Technical,.pdf,A.D,AOC
,,,,,,,2,5857716,M/S TANNA CONTRACTOR AND SUPPLIERS,10-Feb-2026 04:12 PM,Rejected-Finance,2ND,04-Apr-2026 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
