Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
20-Mar-2026,"INR 12,238,235.12",60.0,Jaya Prakash Singh,09-Apr-2026 06:28 PM,19.pdf (586.00 KB),1.0,5966921.0,M/S KRISHNA KANT TRIPATHI,INR,"12,238,235.12","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",2026_UPIDC_1122106_2,04/SE/2025-26,Brick soling work between Km 0.000 to Km 4.200 of Anantapur Barhara bund on left bank of River Rohin in District Maharajganj.,1,5963853,Desh Dipak Pandey,12-Mar-2026 10:40 AM,Rejected-AOC,AS UPLOADED,09-Apr-2026 06:28 PM,Technical,AS UPLOADED,Jaya Prakash Singh,14-Mar-2026 11:49 PM,,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,16-Mar-2026 07:31 PM,finsummary_2088997.pdf (295.88 KB),Finance,AS UPLOADED,Jaya Prakash Singh,16-Mar-2026 01:57 PM,,BOQ Comparative Chart,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,14-Mar-2026 11:55 PM,16-Mar-2026 01:00 PM,techsummary_2088997.pdf (413.97 KB),AOC,"GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P)","SUPERINTENDING ENGINEER, GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P)","2,687",Nil,Nil,No,06-Mar-2026 05:05 PM,12-Mar-2026 01:30 PM,06-Mar-2026 10:00 AM,12-Mar-2026 11:00 AM,NA ,NA ,06-Mar-2026 10:00 AM,12-Mar-2026 11:00 AM,16-Mar-2026 01:00 PM,"2,70,000",No,fixed,,Nil,Nil,Brick soling work between Km 0.000 to Km 4.200 of Anantapur Barhara bund on left bank of River Rohin in District Maharajganj.,Brick soling work between Km 0.000 to Km 4.200 of Anantapur Barhara bund on left bank of River Rohin in District Maharajganj.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,60.0,Maharajganj,273301.0,GORAKHPUR ,"OFFICE OF SUPERINTENDING ENGINEER, GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P) ",06-Mar-2026 01:00 PM ,GORAKHPUR,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",04/SE/2025-26,2026_UPIDC_1122106_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,,,2,5967061,M/s Ayodhya Mishra,12-Mar-2026 10:53 AM,Rejected-AOC,AS UPLOADED,09-Apr-2026 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,AOC
,,,,,,,,,,,,,,,3,5966921,M/S KRISHNA KANT TRIPATHI,12-Mar-2026 10:24 AM,Accepted-AOC,AS UPLOADED,09-Apr-2026 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5963856,M/S MOHAMAD MUSLIM,12-Mar-2026 10:51 AM,Rejected-AOC,AS UPLOADED,09-Apr-2026 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5963947,M/s Reena Singh,12-Mar-2026 10:30 AM,Rejected-AOC,AS UPLOADED,09-Apr-2026 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
