S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,1.0,Corrigendum Date ext.,Date,,"39,000",No,fixed,,Nil,Nil,31-Jan-2026 09:00 AM,13-Feb-2026 04:00 PM,31-Jan-2026 09:00 AM,13-Feb-2026 02:00 PM,NA ,NA ,31-Jan-2026 09:00 AM,13-Feb-2026 02:00 PM,13-Mar-2026 04:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,15/UPPCL/PM-3/VNS/2025-26,2026_UPPRC_1111077_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"5,900",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID Document,"Renovation work of PHC Main Building at Primary Health Centre Betabhar, District-Ghazipur (U.P.)","Renovation work of PHC Main Building at Primary Health Centre Betabhar, District-Ghazipur (U.P.)",As per BID Document ,NA ,"19,28,000",Civil Works,NA ,Tender,90.0,180.0,"Betabhar, District-Ghazipur (U.P.)",233001.0,NA ,NA ,NA ,Varanasi,No ,No,"Project Manager Unit-3, Varanasi","Project Manager, Unit-3 U.P. Project Corporation Ltd D.59/105-59A, Chandrika Nagar Colony, Sigra, Varanasi (9457577945)",AOC,Finance,Enclosed,MANVENDRA SINGH,08-Apr-2026 04:39 PM,finance_2052269.pdf,BOQ Comparative Chart,Project Manager Unit-3,Internal,"Project Manager Unit-3, Project Manager Unit-19, Accountant",MANVENDRA SINGH,13-Mar-2026 08:34 AM,13-Mar-2026 04:00 PM,techsummary_2052269.pdf (615.22 KB),Technical,Enclosed,MANVENDRA SINGH,13-Mar-2026 08:27 AM,technical_2052269.pdf,Project Manager Unit-3,Internal,"Project Manager Unit-3, Project Manager Unit-19, Accountant",MANVENDRA SINGH,08-Apr-2026 04:43 PM,finsummary_2052269.pdf (1472.11 KB),08-Apr-2026,"INR 1,912,221.76",180.0,MANVENDRA SINGH,08-Apr-2026 04:49 PM,LOI15_4_F.pdf (806.00 KB),U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad||Unit-3 Varanasi,2026_UPPRC_1111077_4,15/UPPCL/PM-3/VNS/2025-26,"Renovation work of PHC Main Building at Primary Health Centre Betabhar, District-Ghazipur (U.P.)",1.0,5858786.0,M/S Ajay Construction,INR,"1,912,221.76",1,5860520,JAI MATA DI ENTERPRISES,10-Feb-2026 08:08 PM,Rejected-Technical,Rejected,13-Mar-2026 08:34 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5858786,M/S Ajay Construction,10-Feb-2026 09:34 PM,Accepted-AOC,L1 Firm,08-Apr-2026 04:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5866205,M/S OM PRAKASH PANDEY,13-Feb-2026 01:32 PM,Rejected-AOC,L4 Firm,08-Apr-2026 04:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5861942,M/S SUNITA SINGH,11-Feb-2026 12:46 PM,Rejected-AOC,L2 Firm,08-Apr-2026 04:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5861987,MS V K CONSTRUCTION,11-Feb-2026 12:56 PM,Rejected-AOC,L3 Firm,08-Apr-2026 04:49 PM,AOC
