Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,17-Mar-2026 01:38 AM,17-Mar-2026 12:00 PM,techsummary_2081735.pdf (431.69 KB),Technical,Technical bid open,Sujit Kumar Sinha,10-Mar-2026 04:04 PM,technical_2081735.pdf,02-Apr-2026,"INR 2,098,348.48",180.0,Sujit Kumar Sinha,10-Apr-2026 04:34 PM,Document2.pdf (26.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1119239_63,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",Vikas Khand Chittaura G.P. Kalpipara ke majra Belhanpurwa me damar road se Prathmik Vidyalaya hote huye Durga Pooja Mandir tak interlocking nirman karya_63,1,5943959,M/S MANISH KUMAR CONTRACTOR,02-Mar-2026 03:28 PM,Accepted-AOC,AOC,10-Apr-2026 04:34 PM,1.0,5943959.0,M/S MANISH KUMAR CONTRACTOR,INR,"2,098,348.48",Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,18-Mar-2026 03:22 PM,finsummary_2081735.pdf (44.89 KB),Finance,Financial bid open,Sujit Kumar Sinha,18-Mar-2026 11:57 AM,finance_2081735.pdf,BOQ Comparative Chart,AOC,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",Vikas Khand Chittaura G.P. Kalpipara ke majra Belhanpurwa me damar road se Prathmik Vidyalaya hote huye Durga Pooja Mandir tak interlocking nirman karya_63,Vikas Khand Chittaura G.P. Kalpipara ke majra Belhanpurwa me damar road se Prathmik Vidyalaya hote huye Durga Pooja Mandir tak interlocking nirman karya_63,Please refer Tender documents. ,NA ,"17,79,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,"35,600",No,fixed,,Nil,Nil,884.0,Nil,Nil,No,24-Feb-2026 12:00 PM,10-Mar-2026 12:30 PM,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,NA ,NA ,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,17-Mar-2026 12:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",2026_REDUP_1119239_63,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5944083,Rajeev Kumar Verma,02-Mar-2026 03:10 PM,Rejected-Finance,High,18-Mar-2026 03:22 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
