S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,"6,248",Nil,Nil,No,SUPERINTENDING ENGINEER,"GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P)",Edgecreting Works Upstream Of Spur No. 07 And The Restoration Of The Nose Of Spur No. 07 Of The B-Gap Embankment On The Right Bank Of The Gandak River In Nawalparasi District Of Nepal Territory.,Edgecreting Works Upstream Of Spur No. 07 And The Restoration Of The Nose Of Spur No. 07 Of The B-Gap Embankment On The Right Bank Of The Gandak River In Nawalparasi District Of Nepal Territory.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Maharajganj,273301.0,GORAKHPUR ,"OFFICE OF SUPERINTENDING ENGINEER, GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P) ",07-Mar-2026 11:00 AM ,GORAKHPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",06/SE/2025-26,2026_UPIDC_1122389_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,07-Mar-2026 09:00 AM,13-Mar-2026 03:30 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,02-Apr-2026 06:55 PM,"9,80,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,02-Apr-2026 07:57 PM,finsummary_2089996.pdf (294.79 KB),Technical,AS UPLOADED,Jaya Prakash Singh,31-Mar-2026 06:54 PM,,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,31-Mar-2026 07:05 PM,02-Apr-2026 06:55 PM,techsummary_2089996.pdf (6875.25 KB),Finance,AS UPLOADED,Jaya Prakash Singh,02-Apr-2026 07:52 PM,,BOQ Comparative Chart,1,5968565,MAA VAISHNO CONSTRUCTION COMPANY,13-Mar-2026 01:56 PM,Rejected-AOC,AS UPLOADED,10-Apr-2026 03:23 PM,1.0,5968900.0,M/s Maha Kal Associates,INR,"41,456,716.94","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",2026_UPIDC_1122389_2,06/SE/2025-26,Edgecreting Works Upstream Of Spur No. 07 And The Restoration Of The Nose Of Spur No. 07 Of The B-Gap Embankment On The Right Bank Of The Gandak River In Nawalparasi District Of Nepal Territory.,09-Apr-2026,"INR 41,456,716.94",90.0,Jaya Prakash Singh,10-Apr-2026 03:23 PM,17.pdf (30.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5968900,M/s Maha Kal Associates,12-Mar-2026 08:58 PM,Accepted-AOC,AS UPLOADED,10-Apr-2026 03:23 PM,,,,,,,,,,,,,,,,AOC
