Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,2026_DOLBU_1124557_1,1909/NPG/2025-26,Supply and Installation of 08 m G.I. octagonal pole with LED street light at tehsil Gabhana to G.T. road nagla nattha nala in Nagar Panchayat Gabhana (Aligarh).,1.0,6034087.0,RM ENTERPRISES,INR,"3,037,289.53",1,6034079,JAI MAHAKAL ENTERPRISES,07-Apr-2026 07:18 AM,Rejected-AOC,accepted,10-Apr-2026 02:50 PM,10-Apr-2026,"INR 3,037,289.53",30.0,naveen kumar,10-Apr-2026 02:50 PM,L1.pdf (130.00 KB),eo,Internal,"je,lipik",naveen kumar,10-Apr-2026 11:45 AM,10-Apr-2026 11:50 AM,techsummary_2095681.pdf (791.96 KB),Finance,FinanceBid Admitted,naveen kumar,10-Apr-2026 02:41 PM,finance_2095681.pdf,BOQ Comparative Chart,eo,Internal,"JE, LIPIK",naveen kumar,10-Apr-2026 02:48 PM,finsummary_2095681.pdf (41.71 KB),Technical,FinanceBid Admitted,naveen kumar,10-Apr-2026 11:39 AM,technical_2095681.pdf,AOC,"3,586",NP,GABHANA,No,12-Mar-2026 06:30 PM,08-Apr-2026 02:00 PM,12-Mar-2026 06:30 PM,08-Apr-2026 12:00 PM,NA ,NA ,12-Mar-2026 06:30 PM,08-Apr-2026 12:00 PM,10-Apr-2026 11:50 AM,Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,1909/NPG/2025-26,2026_DOLBU_1124557_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"N.P. GABHANA, ALIGARH","N.P. GABHANA, ALIGARH",Supply and Installation of 08 m G.I. octagonal pole with LED street light at tehsil Gabhana to G.T. road nagla nattha nala in Nagar Panchayat Gabhana (Aligarh).,Supply and Installation of 08 m G.I. octagonal pole with LED street light at tehsil Gabhana to G.T. road nagla nattha nala in Nagar Panchayat Gabhana (Aligarh).,Please refer Tender documents. ,NA ,"30,39,113",Street Lighting,NA ,Tender,30.0,30.0,Supply and Installation of 08 m G.I. octagonal pol,202136.0,NA ,NA ,NA ,"N.P. GABHANA, ALIGARH",No ,No,1.0,RTGS - RTGS Payment,1.0,Date,Date,,"3,03,911",No,fixed,,NP,GABHANA,AOC
,,,,,,,,,2,6034087,RM ENTERPRISES,07-Apr-2026 07:28 AM,Accepted-AOC,accepted,10-Apr-2026 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6034114,TULSHI HARDWARE TRENDING COMPANY,07-Apr-2026 08:29 AM,Rejected-AOC,accepted,10-Apr-2026 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
