Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
23-Apr-2026,"INR 2,721,615",90.0,ANURAG AGRAWAL,23-Apr-2026 05:15 PM,DOSNIT6LOT2.pdf (351.00 KB),Award of Contract,1.0,6006162.0,M/S AZAM KHAN CONTRACTOR,INR,"2,721,615","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut",2026_UPIDC_1122323_6,06/SE/MRT/2025-26,06/SE/MRT/2025-26(LOT02),1,6005324,Akash Contractor,25-Mar-2026 11:57 AM,Rejected-AOC,L2,23-Apr-2026 05:15 PM,Technical,TOTAL BID 04 ACCEPTED BID 02 REJECTED BID 02,ANURAG AGRAWAL,16-Apr-2026 05:25 PM,technical_2102897.pdf,Anurag Agarwal,Internal,Nand Ji Gupta,ANURAG AGRAWAL,23-Apr-2026 04:15 PM,finsummary_2102897.pdf (386.11 KB),Finance,L1M/S AZAM KHAN CONTRACTOR L2Akash Contracto,ANURAG AGRAWAL,23-Apr-2026 03:45 PM,finance_2102897.pdf,BOQ Comparative Chart,Anurag Agarwal,Internal,Nand Ji Gupta,ANURAG AGRAWAL,17-Apr-2026 03:04 PM,17-Apr-2026 03:10 PM,techsummary_2102897.pdf (217.77 KB),AOC,06/SE/MRT/2025-26(LOT02),06/SE/MRT/2025-26(LOT02),Please refer Tender documents. ,NA ,"37,49,000",Civil Works,NA ,Tender,90.0,90.0,MORADABAD,244001.0,NA ,NA ,NA ,MEERUT,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,19-Mar-2026 02:00 PM,25-Mar-2026 01:00 PM,19-Mar-2026 02:00 PM,25-Mar-2026 12:00 PM,NA ,NA ,19-Mar-2026 02:00 PM,25-Mar-2026 12:00 PM,17-Apr-2026 03:10 PM,"SE MGCCC-1, MEERUT","OFFICE OF SE MGCCC-1, MEERUT","2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut",06/SE/MRT/2025-26,2026_UPIDC_1122323_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"75,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6006162,M/S AZAM KHAN CONTRACTOR,25-Mar-2026 11:51 AM,Accepted-AOC,L1,23-Apr-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6005424,VK CONSTRUCTION,25-Mar-2026 11:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Apr-2026 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6006485,YASHIKA ENTERPRISES,25-Mar-2026 11:36 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Apr-2026 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
