Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical,23-Mar-2026 09:00 AM,28-Mar-2026 05:00 PM,23-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,23-Mar-2026 09:00 AM ,28-Mar-2026 03:00 PM ,23-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,01-Apr-2026 02:00 PM,Project Manager Unit 12,129 K K PURI AWAS VIKASJHANSI,1.0,SBI Bank,"5,900",Nil,Nil,No,"28,000",No,fixed,,Nil,Nil,Construction of Community for the Namdev Community in the Babina Development Block,Construction of Community for the Namdev Community in the Babina Development Block,AS PER NIT ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Jhansi,284003.0,NA ,NA ,NA ,Jhansi,No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-12 Orai,07/PM12/UPPCL/2025-26,2026_UPPRC_1128918_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,PM 12 Jhansi,Internal,Ravikant Accountant,PRAVEEN KUMAR SHARMA,20-Apr-2026 12:22 PM,finsummary_2105866.pdf (1030.25 KB),Finance,Two Bid Admitted,PRAVEEN KUMAR SHARMA,20-Apr-2026 11:58 AM,finance_2105866.pdf,BOQ Comparative Chart,1.0,6016338.0,RUDRAKSH ELECTRICAL AND CONSTRUCTION,INR,"1,167,963.4",1,6016205,ONES ASSOCIATION,28-Mar-2026 02:48 PM,Rejected-AOC,l2,20-Apr-2026 03:01 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-12 Orai,2026_UPPRC_1128918_15,07/PM12/UPPCL/2025-26,Construction of Community for the Namdev Community in the Babina Development Block,20-Apr-2026,"INR 1,167,963.4",30.0,PRAVEEN KUMAR SHARMA,20-Apr-2026 03:01 PM,aoc15.pdf (406.00 KB),Technical,Two bids Admitted,PRAVEEN KUMAR SHARMA,28-Mar-2026 05:32 PM,technical_2105866.pdf,PM 12 Jhansi,Internal,Ravikant Accountant,PRAVEEN KUMAR SHARMA,01-Apr-2026 01:06 PM,01-Apr-2026 02:00 PM,techsummary_2105866.pdf (2678.24 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6016338,RUDRAKSH ELECTRICAL AND CONSTRUCTION,28-Mar-2026 02:53 PM,Accepted-AOC,l1,20-Apr-2026 03:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
