Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
854.0,Nil,Nil,No,"58,000",Yes,fixed,,Nil,Nil,EE RED Jhansi,EE RED Jhansi,19-Feb-2026 03:00 PM,26-Feb-2026 03:30 PM,19-Feb-2026 03:00 PM,26-Feb-2026 12:00 PM,NA ,NA ,19-Feb-2026 03:00 PM,26-Feb-2026 12:00 PM,28-Mar-2026 12:30 PM,1,Fee/PreQual/Technical,.pdf,sbd,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3218/RED/Tender/2025-26 Date 14.01.2026,2026_REDUP_1118051_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Jhansi ke Pujya Central Sindhi panchyat Prangan ke Sameep Vibhin sarvajani sanskratik abam samajik karyakram hetu ek bhawan nirman va anya Karya.,Jhansi ke Pujya Central Sindhi panchyat Prangan ke Sameep Vibhin sarvajani sanskratik abam samajik karyakram hetu ek bhawan nirman va anya Karya.,Please refer Tender documents. ,NA ,"11,41,000",Civil Works,NA ,Tender,90.0,180.0,Jhansi ke Pujya Central Sindhi panchyat Prangan ke,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,AOC,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,20-Mar-2026 01:44 PM,28-Mar-2026 12:30 PM,techsummary_2077966.pdf (193.45 KB),Finance,FINAL,RAJNEESH KUMAR,04-Apr-2026 06:18 PM,finance_2077966.pdf,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,04-Apr-2026 06:21 PM,finsummary_2077966.pdf (360.37 KB),Technical,final,RAJNEESH KUMAR,20-Mar-2026 01:42 PM,technical_2077966.pdf,1,5925511,LUCKY ENTERPRISES,26-Feb-2026 05:56 AM,Rejected-Finance,N,04-Apr-2026 06:21 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1118051_2,3218/RED/Tender/2025-26 Date 14.01.2026,Jhansi ke Pujya Central Sindhi panchyat Prangan ke Sameep Vibhin sarvajani sanskratik abam samajik karyakram hetu ek bhawan nirman va anya Karya.,1.0,5925248.0,Upadhyay Construction,INR,"1,134,630",04-Apr-2026,"INR 1,134,630",180.0,RAJNEESH KUMAR,04-Apr-2026 06:23 PM,centralsindhi.pdf (360.00 KB),FINAL,AOC
,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5925248,Upadhyay Construction,26-Feb-2026 05:29 AM,Accepted-AOC,Y,04-Apr-2026 06:23 PM,,,,,,,,,,,,,,,,,AOC
