S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,FDR - Fixed Deposit,13-Mar-2026 11:00 AM,06-Apr-2026 01:00 PM,14-Mar-2026 09:00 AM,06-Apr-2026 11:00 AM,14-Mar-2026 09:00 AM ,15-Mar-2026 06:00 PM ,16-Mar-2026 01:00 PM,06-Apr-2026 11:00 AM,10-Apr-2026 04:10 PM,1.0,Fee/PreQual/Technical,.pdf,technical documents,"85,653",No,fixed,,Executive Officer,NPP Bilgram Dist Hardoi,"1,003",Executive Officer,NPP Bilgram Dist Hardoi,No,Directorate of Local Bodies UP||Nagar Palika Parishad Bilgram Hardoi,905/NPPB/ENS/25-26/08,2026_DOLBU_1124465_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Ward 15 Mohalla Sulhada me akeel ke makan se Shriram Dakiya ke makan tak CC road v Nali Nirman karya,Ward 15 Mohalla Sulhada me akeel ke makan se Shriram Dakiya ke makan tak CC road v Nali Nirman karya,Please refer Tender documents. ,NA ,"8,56,530",Civil Works - Roads,CC Road v Nali ,Tender,90.0,30.0,E_O NPP_Bilgram.Hardoi,241301.0,"Office Executive Officer , NPP Bilgram, Hardoi UP ","Office Executive Officer , NPP Bilgram, Hardoi UP ",16-Mar-2026 11:00 AM ,"Office Executive Officer , NPP Bilgram, Hardoi UP",No ,No,Executive Officer,"Mo Mandai Sadar Bazar road Office NPP Bilgram, Hardoi UP 241301",AOC,Neelavshalya_EO,Internal,1-Neelavshalya_EO_2-brijeshmaurya_JE_3-rupeshkhanna_HC,Rupesh Khanna,10-Apr-2026 04:02 PM,10-Apr-2026 04:10 PM,techsummary_2095487.pdf (230.57 KB),Finance,Accepted,Rupesh Khanna,13-Apr-2026 04:02 PM,finance_2095487.pdf,BOQ Comparative Chart,NeelavShalya_EO,Internal,1-NeelavShalya_EO_2-brijeshmaurya_JE_3-rupeshkhanna_HC,Rupesh Khanna,13-Apr-2026 04:10 PM,finsummary_2095487.pdf (230.57 KB),Technical,All Bids Accepted,Rupesh Khanna,10-Apr-2026 03:57 PM,technical_2095487.pdf,1.0,6030043.0,M/S KUMKUM ENTERPRISES,INR,"854,817.788",Directorate of Local Bodies UP||Nagar Palika Parishad Bilgram Hardoi,2026_DOLBU_1124465_1,905/NPPB/ENS/25-26/08,Ward 15 Mohalla Sulhada me akeel ke makan se Shriram Dakiya ke makan tak CC road v Nali Nirman karya,1,6027782,ALOK KUMAR PANDEY,03-Apr-2026 12:06 PM,Rejected-Finance,Rate above,13-Apr-2026 04:10 PM,15-Apr-2026,"INR 854,817.788",30.0,Rupesh Khanna,18-Apr-2026 10:45 AM,w8.pdf (612.00 KB),work order issue letter no 1060/NPPB/WO/2026-24 L1 bidder M/S Kumkum Enterprises,AOC
2.0,RTGS - RTGS Payment,,,,,,,,,,2.0,Finance,.xls,Financial documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6030020,MAHAKAL CONTRACTION AND SUPPLIER,05-Apr-2026 09:12 AM,Rejected-Finance,rate above,13-Apr-2026 04:10 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6030043,M/S KUMKUM ENTERPRISES,05-Apr-2026 11:50 AM,Accepted-AOC,L1 amount recieved,18-Apr-2026 10:45 AM,,,,,,,,AOC
