Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
23-Apr-2026,"INR 791,576",60.0,Vijay Bahadur singh,23-Apr-2026 01:23 PM,759ggg.pdf (414.00 KB),L1,1.0,5988821.0,ROHIT ARYA CONTRACTOR,INR,"791,576",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1124405_1,WW/759/CFC/2025-26,Laying of 350mm dai NP-3 Sewer line Sanjeev Khera to Prem singh khera at khera wali gali lane no 1 Shastri Nagar Ward 50,1.0,5988821.0,ROHIT ARYA CONTRACTOR,19-Mar-2026 01:53 PM,Accepted-AOC,L1,23-Apr-2026 01:23 PM,Finance,Admitted,Vijay Bahadur singh,08-Apr-2026 05:10 PM,finance_2095340.pdf,BOQ Comparative Chart,Azmain Warsi,Internal,Azmain Warsi,Vijay Bahadur singh,08-Apr-2026 04:02 PM,08-Apr-2026 04:05 PM,techsummary_2095340.pdf (637.76 KB),Technical,Admitted,Vijay Bahadur singh,08-Apr-2026 11:27 AM,technical_2095340.pdf,Azmain Warsi,Internal,Azmain Warsi,Vijay Bahadur singh,23-Apr-2026 12:51 PM,finsummary_2095340.pdf (201.54 KB),AOC,826.0,Nil,Nil,No,1.0,SBI Bank,Laying of 350mm dai NP-3 Sewer line Sanjeev Khera to Prem singh khera at khera wali gali lane no 1 Shastri Nagar Ward 50,Laying of 350mm dai NP-3 Sewer line Sanjeev Khera to Prem singh khera at khera wali gali lane no 1 Shastri Nagar Ward 50,Please refer Tender documents. ,NA ,"8,99,519",Civil Works - Water Works,NA ,Tender,90.0,30.0,Ward No 50,247001.0,NA ,NA ,NA ,JalKal Vibhag Nagar Nigam Saharanpur,No ,No,1,Fee/PreQual/Technical,.pdf,Technical,JalKal Vibhag Nagar Nigam Saharanpur,JalKal Vibhag Nagar Nigam Saharanpur,Saharanpur Municipal Corporation Saharanpur UP,WW/759/CFC/2025-26,2026_NNSAH_1124405_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"89,952",No,percentage,10.0%,Nil,Nil,12-Mar-2026 04:00 PM,19-Mar-2026 04:00 PM,12-Mar-2026 04:00 PM,19-Mar-2026 03:00 PM,NA ,NA ,12-Mar-2026 04:00 PM,19-Mar-2026 03:00 PM,08-Apr-2026 04:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
