Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
24-Apr-2026,"INR 194,117,974.64",547.0,NAGENDRA SINGH,24-Apr-2026 06:12 PM,6773.pdf (420.00 KB),AWARD LETTER,Technical,UNDER EVALUATION,NAGENDRA SINGH,19-Feb-2026 11:56 AM,,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,NAGENDRA SINGH,11-Mar-2026 12:25 PM,11-Mar-2026 05:30 PM,techsummary_2052717.pdf (163.79 KB),1.0,5880754.0,M/S RAJSHRI CONSTRUCTIONS,INR,"194,117,974.64",ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,NAGENDRA SINGH,13-Apr-2026 06:48 PM,finsummary_2052717.pdf (131.97 KB),Finance,UNDER EVALUATION,NAGENDRA SINGH,11-Mar-2026 05:43 PM,,BOQ Comparative Chart,1.0,5884845.0,M/s Goodhill Builders,17-Feb-2026 12:43 PM,Rejected-Finance,L3,13-Apr-2026 06:48 PM,Greater Noida Industrial Development Authority,2026_GNIDA_1111235_14,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,"Strengthening and widening of Bitumenous and CC road from sirsa Gol chakkar to Kherli T-Junction, Greater Noida.",AOC,1.0,SBI Bank,SM_TENDER CELL,GNIDA OFFICE,"6,770",Nil,Nil,No,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,2026_GNIDA_1111235_14,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"Strengthening and widening of Bitumenous and CC road from sirsa Gol chakkar to Kherli T-Junction, Greater Noida.","Strengthening and widening of Bitumenous and CC road from sirsa Gol chakkar to Kherli T-Junction, Greater Noida.",REFER TENDER DOCUMENT ,NA ,"20,01,21,623",Civil Works,DEVELOPMENT WORK ,Tender,90.0,547.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,03-Feb-2026 05:00 PM,19-Feb-2026 11:00 AM,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,NA ,NA ,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,11-Mar-2026 05:30 PM,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP","30,02,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5868529.0,M/s JSP Projects Pvt Ltd,17-Feb-2026 12:52 PM,Rejected-Finance,L2,13-Apr-2026 06:48 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5886633.0,M/s Kaiser Construction Engineers and Contractor,17-Feb-2026 04:41 PM,Rejected-Technical,DIS-QUALIFIED,11-Mar-2026 12:25 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5880754.0,M/S RAJSHRI CONSTRUCTIONS,17-Feb-2026 01:31 PM,Accepted-AOC,L1,24-Apr-2026 06:12 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,AOC
