Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Surendra Mohan Verma,Internal,J.P. SINGH,Surendra Mohan Verma,28-Mar-2026 09:59 PM,30-Mar-2026 09:00 AM,techsummary_2105374.pdf (1401.00 KB),Technical,Fee/PreQual/Technical,Surendra Mohan Verma,28-Mar-2026 09:52 PM,,06-Apr-2026,"INR 74,407,456",90.0,Surendra Mohan Verma,24-Apr-2026 08:07 PM,L_6.pdf (300.00 KB),AOC,1,6008109,M/S PRABHAT TRADERS,25-Mar-2026 09:43 PM,Rejected-Finance,L2,03-Apr-2026 05:03 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",2026_UPIDC_1122380_30,04/SE/2025-26,Construction of spur at Km. 0.400 and Km. 0.700 at Umariya Ring Bund on left bank of River Ghaghra (Saryu) in Distt. Basti.,1.0,6004939.0,M/s Raja Ram Shukla Contractor,INR,"74,407,456",Finance,Finance,Surendra Mohan Verma,30-Mar-2026 04:14 PM,finance_2105374.pdf,BOQ Comparative Chart,Surendra Mohan Verma,Internal,J P Singh,Surendra Mohan Verma,03-Apr-2026 05:03 PM,finsummary_2105374.pdf (102.43 KB),AOC,"6,354",Nil,Nil,No,21-Mar-2026 03:00 PM,26-Mar-2026 04:00 PM,21-Mar-2026 03:00 PM,26-Mar-2026 03:00 PM,NA ,NA ,21-Mar-2026 03:00 PM,26-Mar-2026 03:00 PM,30-Mar-2026 09:00 AM,Construction of spur at Km. 0.400 and Km. 0.700 at Umariya Ring Bund on left bank of River Ghaghra (Saryu) in Distt. Basti.,Construction of spur at Km. 0.400 and Km. 0.700 at Umariya Ring Bund on left bank of River Ghaghra (Saryu) in Distt. Basti.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Basti,272002.0,NA ,NA ,NA ,"Superintending Engineer, Gandak Flood Circle, Bast",No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",04/SE/2025-26,2026_UPIDC_1122380_30,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,"Superintending Engineer, Gandak Flood Circle, Basti","14,50,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,6004939,M/s Raja Ram Shukla Contractor,24-Mar-2026 09:08 PM,Accepted-AOC,L1,24-Apr-2026 08:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC
