Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,as per document,"3,123",Executive Officer,np ushait,Yes,22-Apr-2026 11:00 AM,28-Apr-2026 03:00 PM,22-Apr-2026 11:00 AM,28-Apr-2026 02:00 PM,NA ,NA ,22-Apr-2026 11:00 AM,28-Apr-2026 02:00 PM,29-Apr-2026 03:45 PM,"50,000",Yes,fixed,,Executive Officer,np ushait,Civil Work,Beautification work of Junior High School under Nagar Panchayat Ushait,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,60.0,60.0,npu,243642.0,NA ,NA ,NA ,ushait,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Ushait Badaun,680/NPUSHAITETENDER2026-27 DATE-08-04-2026,2026_DOLBU_1140260_1,Yes,Limited,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,eo,ushait,AOC,Finance,as per document,Trivendra Kumar,29-Apr-2026 03:54 PM,finance_2129349.pdf,BOQ Comparative Chart,"Trivendra Kumar,Gyanendra Yadav,Shahinsha Abbas",Mixed,"Eo,JE,Celrk",Trivendra Kumar,29-Apr-2026 03:41 PM,29-Apr-2026 03:45 PM,techsummary_2129349.pdf (140.92 KB),Technical,as per document,Trivendra Kumar,29-Apr-2026 03:37 PM,,"trivendra kumar,gyanendra yadav,shanshaabbas",Mixed,"executive officer,JE,Lipik",Trivendra Kumar,29-Apr-2026 04:00 PM,finsummary_2129349.pdf (140.92 KB),29-Apr-2026,"INR 2,399,263",60.0,Trivendra Kumar,29-Apr-2026 04:09 PM,workoder.pdf (443.00 KB),work oder,1,6073480,GMT ENTERPRISES,27-Apr-2026 10:15 PM,Rejected-Finance,over rate,29-Apr-2026 04:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Ushait Badaun,2026_DOLBU_1140260_1,680/NPUSHAITETENDER2026-27 DATE-08-04-2026,Civil Work,1.0,6073430.0,SARA ENTERPRISES,INR,"2,399,263",AOC
2.0,Finance,.xls,as per document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6073463,M.S CONTRUCTION AND SUPPLIERS,27-Apr-2026 10:03 PM,Rejected-Finance,over rate,29-Apr-2026 04:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6073430,SARA ENTERPRISES,27-Apr-2026 09:52 PM,Accepted-AOC,work oder,29-Apr-2026 04:09 PM,,,,,,,,,,AOC
