S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Corrigendum for date change,Date,,Gram Panchayat Hatwa Hardas ke majra Bhadolichak me damar road se Munshilal Kashyap ke ghar tak inerlocking nirman karya-Payagpur_14,Gram Panchayat Hatwa Hardas ke majra Bhadolichak me damar road se Munshilal Kashyap ke ghar tak inerlocking nirman karya-Payagpur_14,Please refer Tender documents. ,NA ,"7,16,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,"14,300",No,fixed,,Nil,Nil,Executive Enginer,"Office of the Executive Engineer, R.E.D. Bahraich",788.0,Nil,Nil,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid open,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1271/RED/Etender(35)/2025-26, Dt. 16.03.2026",2026_REDUP_1129895_14,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,25-Mar-2026 12:00 PM,08-Apr-2026 12:30 PM,25-Mar-2026 12:00 PM,08-Apr-2026 12:00 PM,NA ,NA ,25-Mar-2026 12:00 PM,08-Apr-2026 12:00 PM,13-Apr-2026 12:00 PM,AOC,Finance,Financial bid open,Sujit Kumar Sinha,13-Apr-2026 01:21 PM,finance_2107781.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,13-Apr-2026 02:07 PM,finsummary_2107781.pdf (43.93 KB),1.0,6026913.0,M/s Vikram Jaiswal,INR,"843,958.28",1,6026913,M/s Vikram Jaiswal,07-Apr-2026 11:28 PM,Accepted-AOC,AOC,18-Apr-2026 04:34 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1129895_14,"1271/RED/Etender(35)/2025-26, Dt. 16.03.2026",Gram Panchayat Hatwa Hardas ke majra Bhadolichak me damar road se Munshilal Kashyap ke ghar tak inerlocking nirman karya-Payagpur_14,18-Apr-2026,"INR 843,958.28",180.0,Sujit Kumar Sinha,18-Apr-2026 04:34 PM,Vikram.pdf (26.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,08-Apr-2026 01:37 PM,technical_2107781.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,10-Apr-2026 05:52 PM,13-Apr-2026 12:00 PM,techsummary_2107781.pdf (152.45 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6028663,Smt. Vandana Singh,08-Apr-2026 12:02 AM,Rejected-Finance,High,13-Apr-2026 02:07 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
