Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
A.K.Singh,Internal,S.M.Verma,ashok singh,20-Apr-2026 01:45 PM,20-Apr-2026 03:00 PM,techsummary_2119199.pdf (660.79 KB),Technical,As uploaded,ashok singh,20-Apr-2026 01:41 PM,technical_2119199.pdf,25-Apr-2026,"INR 115,989,130.8",90.0,ashok singh,29-Apr-2026 06:27 PM,AK.pdf (546.00 KB),As uploaded,1.0,Revocation,As uploaded,20-Apr-2026 10:27 AM,rebok9.pdf ,335.7,Technical Opening,1,6047114,ASHUTOSH KUMAR VERMA,14-Apr-2026 07:41 PM,Accepted-AOC,L1,29-Apr-2026 06:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",2026_UPIDC_1122392_18,07/S.E./2025-26,FLOOD PROTECTION WORK FOR PROTECTION OF GROUP OF VILLAGES NAURANGA AND BHAGWANPUR ON RIGHT BANK OF RIVER GANGA IN DISTRICT BALLIA,1.0,6047114.0,ASHUTOSH KUMAR VERMA,INR,"115,989,130.8",A.K.Singh,Internal,S.M.Verma,ashok singh,21-Apr-2026 11:35 AM,finsummary_2119199.pdf (660.79 KB),Finance,As upload,ashok singh,21-Apr-2026 11:31 AM,finance_2119199.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,FLOOD PROTECTION WORK FOR PROTECTION OF GROUP OF VILLAGES NAURANGA AND BHAGWANPUR ON RIGHT BANK OF RIVER GANGA IN DISTRICT BALLIA,FLOOD PROTECTION WORK FOR PROTECTION OF GROUP OF VILLAGES NAURANGA AND BHAGWANPUR ON RIGHT BANK OF RIVER GANGA IN DISTRICT BALLIA,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Ballia,277001.0,NA ,NA ,NA ,On line,No ,No,"SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA","SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA",10-Apr-2026 09:00 AM,15-Apr-2026 11:30 AM,10-Apr-2026 10:00 AM,15-Apr-2026 11:00 AM,NA ,NA ,10-Apr-2026 10:00 AM,15-Apr-2026 11:00 AM,20-Apr-2026 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,"42,00,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",07/S.E./2025-26,2026_UPIDC_1122392_18,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"6,354",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,6047508,LAXMINARAIN INFRABUILD PRIVATE LIMITED,15-Apr-2026 10:22 AM,Rejected-Finance,L2,21-Apr-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,3,6047692,M/S BABY SHAHI,15-Apr-2026 01:23 AM,Rejected-Finance,L3,21-Apr-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,4,6045558,M/s Narayan Enterprises,15-Apr-2026 08:57 AM,Rejected-Finance,L4,21-Apr-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,5,6043959,MS TRISHIRA CONSTRUCTION PRIVATE LIMITED,14-Apr-2026 10:54 PM,Rejected-Technical,As per technical evaluation,20-Apr-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,6,6045629,S.P.R.U INFRATECH PRIVATE LIMITED,14-Apr-2026 06:35 PM,Rejected-Finance,L5,21-Apr-2026 11:35 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,7,6048184,YADAV AND SONS,15-Apr-2026 10:50 AM,Rejected-Technical,As per technical evaluation,20-Apr-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,8,6047092,Y-TECH CONSTRUCTIONS ENGINEERS & CONTRACTORS,15-Apr-2026 10:35 AM,Rejected-Technical,As per technical evaluationa,20-Apr-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
