Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
19-Mar-2026,"INR 1,083,691.22",90.0,Ram Nayan,20-Apr-2026 07:02 PM,Karyadesh_1122237.pdf (530.00 KB),Attached,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,2026_SCIDC_1122237_1,1313/EE(E)/LKO/Amethi/25-26 dt6.3.26,16Mtr. Highmast Light work at Various Blocks at Distt. Amethi (Vidhayak Nidhi work),1.0,5967165.0,Suresh Enterprises,INR,"1,083,691.22",1,5967290,OM ENTERPRISES,12-Mar-2026 11:39 AM,Rejected-Finance,Quoted Amount Rate in High,19-Mar-2026 05:04 PM,Technical,Attached,Ram Nayan,18-Mar-2026 03:55 PM,technical_2089461.pdf,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,19-Mar-2026 05:04 PM,finsummary_2089461.pdf (69.64 KB),Finance,Attached,Ram Nayan,19-Mar-2026 04:54 PM,finance_2089461.pdf,BOQ Comparative Chart,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,18-Mar-2026 04:01 PM,18-Mar-2026 04:05 PM,techsummary_2089461.pdf (69.64 KB),AOC,1,Fee/PreQual/Technical,.pdf,"Tender fee, EMD and Document","22,000",No,fixed,,UPSCIDCOLTD,Amethi,06-Mar-2026 05:00 PM,12-Mar-2026 01:00 PM,06-Mar-2026 05:00 PM,12-Mar-2026 12:00 PM,NA ,NA ,06-Mar-2026 05:00 PM,12-Mar-2026 12:00 PM,18-Mar-2026 04:05 PM,1,FDR - Fixed Deposit,"1,655",UPSCIDCOLTD,Amethi,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,1313/EE(E)/LKO/Amethi/25-26 dt6.3.26,2026_SCIDC_1122237_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,16Mtr. Highmast Light work at Various Blocks at Distt. Amethi (Vidhayak Nidhi work),16Mtr. Highmast Light work at Various Blocks at Distt. Amethi (Vidhayak Nidhi work),16Mtr. Highmast Light work at Various Blocks at Distt. Amethi (Vidhayak Nidhi work) ,NA ,,Electrical Works,NA ,Tender,90.0,90.0,Amethi,227405.0,NA ,NA ,NA ,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",No ,No,Executive Engineer (E),"UPSCIDCO LTD Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",AOC
,,,,,,,,,,,,,,,,2,5967165,Suresh Enterprises,12-Mar-2026 11:18 AM,Accepted-AOC,Accepted,20-Apr-2026 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
