EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"12,80,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",08/S.E/2025-26,2026_UPIDC_1132934_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"Superintending Engineer, Drainage Circle, Ballia","Superintending Engineer, Drainage Circle, Ballia",04-Apr-2026 09:00 AM,10-Apr-2026 02:30 PM,04-Apr-2026 10:00 AM,10-Apr-2026 02:00 PM,NA ,NA ,04-Apr-2026 10:00 AM,10-Apr-2026 02:00 PM,13-Apr-2026 02:00 PM,"ANTI EROSION WORK FOR PROTECTION OF GROUPS OF VILLAGE ARAZI GANGAPUR, ARAZI MALHAPURWA AND ARAZI PURANIYA ON RIGHT BANK OF RIVER SARYU IN DISTT AZAMGARH","ANTI EROSION WORK FOR PROTECTION OF GROUPS OF VILLAGE ARAZI GANGAPUR, ARAZI MALHAPURWA AND ARAZI PURANIYA ON RIGHT BANK OF RIVER SARYU IN DISTT AZAMGARH",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Azamgarh,276001.0,"Superintending Engineer, Drainage Circle, Ballia ","Superintending Engineer, Drainage Circle, Ballia ",04-Apr-2026 11:00 AM ,Online,No ,No,"6,354",Nil,Nil,No,AOC,Finance,As upload,ashok singh,13-Apr-2026 02:51 PM,finance_2114769.pdf,BOQ Comparative Chart,A.K.Singh,Internal,S.M.Verma,ashok singh,11-Apr-2026 01:35 PM,13-Apr-2026 02:00 PM,techsummary_2114769.pdf (660.79 KB),Technical,As uploaded,ashok singh,11-Apr-2026 01:30 PM,technical_2114769.pdf,A.K.Singh,Internal,S.M.Verma,ashok singh,13-Apr-2026 03:08 PM,finsummary_2114769.pdf (68.41 KB),15-Apr-2026,"INR 37,605,350",90.0,ashok singh,24-Apr-2026 04:59 PM,desdeepak.pdf (1767.00 KB),As uploaded,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",2026_UPIDC_1132934_1,08/S.E/2025-26,"ANTI EROSION WORK FOR PROTECTION OF GROUPS OF VILLAGE ARAZI GANGAPUR, ARAZI MALHAPURWA AND ARAZI PURANIYA ON RIGHT BANK OF RIVER SARYU IN DISTT AZAMGARH",1.0,6038171.0,Desh Dipak Pandey,INR,"37,605,350",1,6039164,ARVIND KUMAR SINGH,10-Apr-2026 01:27 PM,Rejected-Finance,L10,13-Apr-2026 03:08 PM,AOC
,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6038171,Desh Dipak Pandey,10-Apr-2026 12:10 PM,Accepted-AOC,L1,24-Apr-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6034928,m/s ankur and brothers,10-Apr-2026 11:16 AM,Rejected-Finance,L7,13-Apr-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6037517,M/S ARYAN ENTERPRISES,10-Apr-2026 10:57 AM,Rejected-Finance,L3,13-Apr-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6039792,M/s AWADH ASSOCIATES,10-Apr-2026 01:11 PM,Rejected-Finance,L8,13-Apr-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6037216,M/S K.K. TRADERS,10-Apr-2026 11:15 AM,Rejected-Finance,L11,13-Apr-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6036749,M/S KUMAR MANGLAM CONSTRUCTION,09-Apr-2026 09:25 PM,Rejected-Technical,As per technical evaluationa,11-Apr-2026 01:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6039490,M/S OBELION CONSTRUCTIONS,10-Apr-2026 10:33 AM,Rejected-Finance,L2,13-Apr-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6029696,M/S PRABHAT TRADERS,10-Apr-2026 12:36 PM,Rejected-Finance,L5,13-Apr-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6038360,M/S Singh Construction,10-Apr-2026 08:55 AM,Rejected-Finance,L4,13-Apr-2026 03:08 PM,AOC
