Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
09-Apr-2026,"INR 14,174,954.83",60.0,Kiran Pal Singh Verma,22-Apr-2026 06:38 PM,aoc_18.pdf (421.00 KB),as uploaded,Technical,as uploaded,Kiran Pal Singh Verma,22-Mar-2026 10:34 PM,technical_2089987.pdf,SE Gandak Flood Circle Gorakhpur,Internal,SE Drainage Circle Balia,Kiran Pal Singh Verma,22-Mar-2026 10:37 PM,25-Mar-2026 10:00 AM,techsummary_2089987.pdf (660.76 KB),1.0,5967144.0,M/s Saroj Kumar Pandey Thikedar,INR,"14,174,954.83",SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,09-Apr-2026 12:56 PM,finsummary_2089987.pdf (660.76 KB),Finance,as uploaded,Kiran Pal Singh Verma,30-Mar-2026 06:40 PM,finance_2089987.pdf,BOQ Comparative Chart,1,5968866,KALAYANI CONSTRUTION,13-Mar-2026 12:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Mar-2026 10:34 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",2026_UPIDC_1122384_18,04/SE/2025-26,CONSTRUCTION OF SLOPE PITCHING FROM KM. 2.730 TO KM. 3.330 AND RE-CONSTRUCTION OF REGULATOR AT K.M. 3.330 OF RAJDHANI SILHATA EXTENSION BUND ON R/B OF GURRA RIVER/PHAREN NALA IN DISTT. GORAKHPUR,AOC,1.0,Modified Work completion date,Other,,CONSTRUCTION OF SLOPE PITCHING FROM KM. 2.730 TO KM. 3.330 AND RE-CONSTRUCTION OF REGULATOR AT K.M. 3.330 OF RAJDHANI SILHATA EXTENSION BUND ON R/B OF GURRA RIVER/PHAREN NALA IN DISTT. GORAKHPUR,CONSTRUCTION OF SLOPE PITCHING FROM KM. 2.730 TO KM. 3.330 AND RE-CONSTRUCTION OF REGULATOR AT K.M. 3.330 OF RAJDHANI SILHATA EXTENSION BUND ON R/B OF GURRA RIVER/PHAREN NALA IN DISTT. GORAKHPUR,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,GORAKHPUR,273009.0,GORAKHPUR ,SE GANDAK FLOOD CIRCLE GORAKHPUR ,26-May-2026 05:01 PM ,SE GANDAK FLOOD CIRCLE GORAKHPUR,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",04/SE/2025-26,2026_UPIDC_1122384_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,SE GANDAK FLOOD CIRCLE GORAKHPUR,SE GANDAK FLOOD CIRCLE GORAKHPUR,"3,69,000",Yes,fixed,,Nil,Nil,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,25-Mar-2026 05:01 PM,"3,198",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5970321,M/S Damyanti Singh,13-Mar-2026 02:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Mar-2026 10:34 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5969617,M/S DIVYA CONSTRUCTION,13-Mar-2026 09:19 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Mar-2026 10:34 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5967144,M/s Saroj Kumar Pandey Thikedar,13-Mar-2026 08:59 AM,Accepted-AOC,as per uploaded,22-Apr-2026 06:38 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5969377,M/s Shrinet Traders,13-Mar-2026 04:39 AM,Rejected-Finance,AS PER BOQ,09-Apr-2026 12:56 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5968831,RAM NARAYAN YADAV,13-Mar-2026 10:30 AM,Rejected-Finance,AS PER BOQ,09-Apr-2026 12:56 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
