Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"6,70,000",No,fixed,,Nil,Nil,SUPERINTENDING ENGINEER,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,01-Apr-2026 10:00 AM,"6,628",Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",06/SE-XI/2025-26,2026_UPIDC_1122365_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,NIT06 LOT10,NIT06 LOT10,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,TANDA AMBEDKAR NAGAR,224190.0,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,07-Mar-2026 11:00 AM ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,No ,No,AOC,Finance,all bid has been admitted,Dhruva Chandra Verma,08-Apr-2026 08:03 PM,,BOQ Comparative Chart,DC VERMA,Internal,,Dhruva Chandra Verma,08-Apr-2026 08:10 PM,finsummary_2089902.pdf (295.15 KB),1.0,5968983.0,SHIVANSH CONSTRCUTION,INR,"22,566,093.81",1,5969327,APS CONSTRUCTION,13-Mar-2026 02:18 AM,Rejected-Finance,L10,08-Apr-2026 08:10 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",2026_UPIDC_1122365_10,06/SE-XI/2025-26,NIT06 LOT10,DC VERMA,Internal,DC VERMA SE XITH CIRCLE IW AYODHYA AND BP SINGH SE 7TH CIRCLE IW LUCKNOW,Dhruva Chandra Verma,30-Mar-2026 04:22 PM,01-Apr-2026 10:00 AM,techsummary_2089902.pdf (1529.78 KB),08-Apr-2026,"INR 22,566,093.81",90.0,Dhruva Chandra Verma,08-Apr-2026 08:15 PM,aoc.pdf (418.00 KB),Technical,ALL BID HAS BEEN SUBMITTED,Dhruva Chandra Verma,30-Mar-2026 04:17 PM,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5963102,Desh Dipak Pandey,13-Mar-2026 02:59 AM,Rejected-Finance,L9,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5969605,Devendra Nath Mishra,13-Mar-2026 09:34 AM,Rejected-Finance,L7,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5965658,M/S ASHTBHUJA,13-Mar-2026 01:02 PM,Rejected-Finance,L3,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5968527,M/S GYAN PRAKASH,13-Mar-2026 08:44 AM,Rejected-Technical,NOT QUALIFY WITH TECHNICAL SPECIFICATION,30-Mar-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,5963592,M/S RAVINDRA SINGH,12-Mar-2026 10:46 AM,Rejected-Finance,L11,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,5968892,RAM NARAYAN YADAV,13-Mar-2026 10:23 AM,Rejected-Finance,L6,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,5962961,Reena Singh,13-Mar-2026 08:45 AM,Rejected-Finance,L5,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,5968885,Sai Construction,13-Mar-2026 01:17 PM,Rejected-Finance,L4,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,5968983,SHIVANSH CONSTRCUTION,13-Mar-2026 01:18 PM,Accepted-AOC,L1,08-Apr-2026 08:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,11,5968154,SHIV KUMAR MALL,13-Mar-2026 07:22 AM,Rejected-Finance,L8,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,12,5967514,surya construction co.,13-Mar-2026 08:59 AM,Rejected-Technical,NOT QUALIFY WITH TECHNICAL SPECIFICATION,30-Mar-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,13,5969735,VIRAT CONSTRUCTION,13-Mar-2026 01:26 PM,Rejected-Finance,L2,08-Apr-2026 08:10 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
