Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
24-Apr-2026,"INR 3,644,824.24",180.0,PRABHAT SHANKAR,24-Apr-2026 07:04 PM,54000.pdf (410.00 KB),AWARD LETTER,1.0,5830884.0,DEEPAK BUILDERS,29-Jan-2026 12:21 PM,Rejected-Finance,L3,24-Apr-2026 07:01 PM,Greater Noida Industrial Development Authority,2026_GNIDA_1107496_7,SM/(TENDER CELL)/2026/703 DATED-17.01.2026,"Repairing of CC road and drain from Chamunda Temple to Habibpur Nala in village Haldoni, Greater Noida.",1.0,5821188.0,P.S.ENTERPRISES,INR,"3,644,824.24",Technical,UNDER EVALUATION,RAJESH NIM,02-Feb-2026 12:31 PM,,GM_PROJECT,Internal,DGM_FINANCE SM_WC-2 SM_TECHNICAL,PRABHAT SHANKAR,24-Apr-2026 07:01 PM,finsummary_2043997.pdf (144.60 KB),Finance,UNDER EVALUATION,RAJESH NIM,09-Mar-2026 06:06 PM,,BOQ Comparative Chart,ACEO_SK,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,06-Mar-2026 07:25 PM,09-Mar-2026 11:00 AM,techsummary_2043997.pdf (130.14 KB),AOC,"1,740",Nil,Nil,No,1.0,SBI Bank,20-Jan-2026 03:00 PM,02-Feb-2026 11:00 AM,20-Jan-2026 03:00 PM,29-Jan-2026 05:00 PM,NA ,NA ,20-Jan-2026 03:00 PM,29-Jan-2026 05:00 PM,09-Mar-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",Greater Noida Industrial Development Authority,SM/(TENDER CELL)/2026/703 DATED-17.01.2026,2026_GNIDA_1107496_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,11,000",No,fixed,,Nil,Nil,"Repairing of CC road and drain from Chamunda Temple to Habibpur Nala in village Haldoni, Greater Noida.","Repairing of CC road and drain from Chamunda Temple to Habibpur Nala in village Haldoni, Greater Noida.",REFER TENDER DOCUMENT ,NA ,"55,47,677",Civil Works,DEVELOPMENT ,Tender,90.0,180.0,GREATER NOIDA,201308.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,SM_TENDER CELL,GNIDA OFFICE,AOC
,,,,,,,2.0,5828888.0,M/S VIKRAM CONSTRUCTIONS,29-Jan-2026 01:18 PM,Rejected-Finance,L2,24-Apr-2026 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,5821188.0,P.S.ENTERPRISES,24-Jan-2026 11:45 AM,Accepted-AOC,L1,24-Apr-2026 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
