Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
30-Mar-2026,"INR 37,233,735",365.0,Karmendra Kumar Agrawal,08-Apr-2026 01:25 PM,Brijesh.pdf (537.00 KB),"Rs. 4,39,35,807.00 including GST",1.0,5949479.0,M/S BRIJESH KUMAR DUBEY THEKEDAR,INR,"37,233,735",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2026_UPPRC_1117568_1,33/PCL/GM/Zone-6/Noida/2025-26 Dt 17.02.2026,Construction of Indoor Mini Stadium at Govt. Inter College Noida District Gautambudha Nagar,1,5949020,M/S BINDAL INFRATECH,06-Mar-2026 01:41 PM,Rejected-AOC,Second Lowest,08-Apr-2026 01:25 PM,Finance,Technically Qualified bidders bids opened. Out of them M/s BRIJESH KUMAR DUBEY THEKEDAR Bid is First Lowest of amount Rupees 37233735.380,Karmendra Kumar Agrawal,19-Mar-2026 05:33 PM,finance_2076590.pdf,BOQ Comparative Chart,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,09-Mar-2026 04:54 PM,09-Mar-2026 05:00 PM,techsummary_2076590.pdf (431.49 KB),Technical,Three Bids are received. All are found Technically qualified,Karmendra Kumar Agrawal,09-Mar-2026 04:51 PM,technical_2076590.pdf,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,19-Mar-2026 05:36 PM,finsummary_2076590.pdf (431.49 KB),AOC,1.0,SBI Bank,"17,700",Nil,Nil,No,18-Feb-2026 02:00 PM,06-Mar-2026 03:00 PM,18-Feb-2026 02:00 PM,06-Mar-2026 02:00 PM,NA ,NA ,18-Feb-2026 02:00 PM,06-Mar-2026 02:00 PM,09-Mar-2026 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"8,92,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,33/PCL/GM/Zone-6/Noida/2025-26 Dt 17.02.2026,2026_UPPRC_1117568_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Indoor Mini Stadium at Govt. Inter College Noida District Gautambudha Nagar,Construction of Indoor Mini Stadium at Govt. Inter College Noida District Gautambudha Nagar,Please refer Tender documents. ,NA ,"4,45,60,000",Civil Works,NA ,Tender,90.0,365.0,Govt. Inter College Noida District Gautambudha Nag,201301.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar",AOC
,,,,,,,,,,,,,,,,2,5949479,M/S BRIJESH KUMAR DUBEY THEKEDAR,06-Mar-2026 09:15 AM,Accepted-AOC,First Lowest,08-Apr-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5946151,Shukra infracity pvt.ltd,06-Mar-2026 12:51 PM,Rejected-AOC,Third Lowest,08-Apr-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
