Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",04/SE/2025-26,2026_UPIDC_1122384_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,68,000",Yes,fixed,,Nil,Nil,"2,695",Nil,Nil,No,ANTI EROSION WORK FROM KM. 0.000 TO 0.300 OF NEKWAR BOHAWAR BUND AT VILLAGE NEKWAR ON L/B OF GURRA RIVER IN DISTT. GORAKHPUR,ANTI EROSION WORK FROM KM. 0.000 TO 0.300 OF NEKWAR BOHAWAR BUND AT VILLAGE NEKWAR ON L/B OF GURRA RIVER IN DISTT. GORAKHPUR,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,GORAKHPUR,273009.0,GORAKHPUR ,SE GANDAK FLOOD CIRCLE GORAKHPUR ,07-Mar-2026 05:02 PM ,SE GANDAK FLOOD CIRCLE GORAKHPUR,No ,No,1.0,SBI Bank,1.0,Modified Work completion date,Other,,SE GANDAK FLOOD CIRCLE GORAKHPUR,SE GANDAK FLOOD CIRCLE GORAKHPUR,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,26-May-2026 05:02 PM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,25-Mar-2026 06:10 PM,AOC,1.0,Tender Revocation,AS UPLOADED,25-Mar-2026 05:44 PM,REVO_13.pdf ,257.04,Technical Opening,Finance,as uploaded,Kiran Pal Singh Verma,26-Mar-2026 05:28 PM,,BOQ Comparative Chart,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,29-Mar-2026 04:05 PM,finsummary_2089973.pdf (660.76 KB),1.0,5969192.0,YASHWANT SINGH,INR,"12,191,385.53","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",2026_UPIDC_1122384_13,04/SE/2025-26,ANTI EROSION WORK FROM KM. 0.000 TO 0.300 OF NEKWAR BOHAWAR BUND AT VILLAGE NEKWAR ON L/B OF GURRA RIVER IN DISTT. GORAKHPUR,1,5968222,M/s Anil kumar singh,12-Mar-2026 04:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Mar-2026 05:59 PM,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,25-Mar-2026 06:03 PM,25-Mar-2026 06:10 PM,techsummary_2089973.pdf (660.76 KB),30-Mar-2026,"INR 12,191,385.53",60.0,Kiran Pal Singh Verma,22-Apr-2026 06:22 PM,aoc_13.pdf (442.00 KB),as per uploaded,Technical,as uploaded,Kiran Pal Singh Verma,25-Mar-2026 05:59 PM,technical_2089973.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5970238,M/S ASHISH KUMAR PANDEY,13-Mar-2026 12:58 PM,Rejected-Finance,ATTACHED,29-Mar-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5969363,M/S K. K. CONSTRUCTION,13-Mar-2026 07:45 AM,Rejected-Finance,ATTACHED,29-Mar-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5968996,M/s Lal Mohan Yadav,12-Mar-2026 09:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Mar-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5968587,M/S SHAMBHVI MAHAKAL CONSTRUCTION,13-Mar-2026 11:12 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Mar-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5969192,YASHWANT SINGH,13-Mar-2026 09:49 AM,Accepted-AOC,as uploaded,22-Apr-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,AOC
