S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,5870036,M/S DINESH KUMAR DUBEY,14-Feb-2026 04:19 PM,Rejected-Finance,Highest Rate,30-Apr-2026 07:30 PM,1.0,5869498.0,SUNIL KUMAR RAO CONTRACTOR,INR,"1,185,175.9",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1114918_6,1695/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,VIKAS KHAND RAMPUR KARKHANA KE GRAMSABHA SINGHPUR (CHAUHAN TOLA) ME RAMASHANKAR CHAUHAN KE GHAR SECHANDRABHAN GOND KE GHAR KE TARAF JANE WALI MARG KA CC ROAD NIRMAN KARYA,30-Apr-2026,"INR 1,185,175.9",120.0,Surya Prakash,30-Apr-2026 07:33 PM,293.pdf (1388.00 KB),Er. Surya Prakash,Internal,Er. Dinesh Kumar Kesarwani AE and Shri Kanhaiya Lal DAO,Surya Prakash,21-Feb-2026 12:50 PM,21-Feb-2026 02:00 PM,techsummary_2068221.pdf (453.99 KB),Finance,Financial Bid Open,Surya Prakash,21-Feb-2026 07:28 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,30-Apr-2026 07:30 PM,finsummary_2068221.pdf (1387.86 KB),Technical,Technical Bid Open,Surya Prakash,19-Feb-2026 07:30 PM,,AOC,1.0,SBI Bank,"28,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,766.0,Nil,Nil,No,VIKAS KHAND RAMPUR KARKHANA KE GRAMSABHA SINGHPUR (CHAUHAN TOLA) ME RAMASHANKAR CHAUHAN KE GHAR SECHANDRABHAN GOND KE GHAR KE TARAF JANE WALI MARG KA CC ROAD NIRMAN KARYA,VIKAS KHAND RAMPUR KARKHANA KE GRAMSABHA SINGHPUR (CHAUHAN TOLA) ME RAMASHANKAR CHAUHAN KE GHAR SECHANDRABHAN GOND KE GHAR KE TARAF JANE WALI MARG KA CC ROAD NIRMAN KARYA,Please Refer Tender Document ,NA ,"14,00,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",12-Feb-2026 10:00 AM,19-Feb-2026 02:30 PM,12-Feb-2026 10:00 AM,18-Feb-2026 12:00 PM,NA ,NA ,12-Feb-2026 10:00 AM,18-Feb-2026 12:00 PM,21-Feb-2026 02:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1695/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1114918_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
2,5869498,SUNIL KUMAR RAO CONTRACTOR,14-Feb-2026 04:02 PM,Accepted-AOC,Lowest Rate,30-Apr-2026 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
