S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,Tender Revocation,Tender Revocation,24-Mar-2026 12:37 PM,RevokeCorrigendum.pdf ,498.98,Technical Opening,1.0,5970443.0,Shri Krishna Construction Projects Pvt Ltd,INR,"82,506,780",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,2026_UPIDC_1122007_1,07/SE/2025-26,07/se/2025-26,1,5963850,AJAY SHARMA,16-Mar-2026 04:10 PM,Rejected-Technical,Rejected,24-Mar-2026 01:50 PM,30-Mar-2026,"INR 82,506,780",90.0,Bhupendra Pratap Singh,14-Apr-2026 02:13 PM,Lot01Dos.pdf (222.00 KB),Contract value including 18 percent GST,Bhupender Pratap Singh,Internal,IIIrd Circle Agra,Bhupendra Pratap Singh,24-Mar-2026 01:50 PM,24-Mar-2026 03:00 PM,techsummary_2088684.pdf (194.23 KB),Finance,06 bid admitted,Bhupendra Pratap Singh,24-Mar-2026 09:51 PM,finance_2088684.pdf,BOQ Comparative Chart,Bhupendra Pratap Singh,Internal,SE IIIrd Circle Agra,Bhupendra Pratap Singh,30-Mar-2026 02:10 PM,finsummary_2088684.pdf (549.70 KB),Technical,07 bids admitted,Bhupendra Pratap Singh,24-Mar-2026 12:59 PM,technical_2088684.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,Tender Docs,"2,714",Nil,Nil,No,1.0,SBI Bank,"16,80,000",No,fixed,,Nil,Nil,06-Mar-2026 03:00 PM,17-Mar-2026 11:00 AM,06-Mar-2026 03:00 PM,16-Mar-2026 05:00 PM,NA ,NA ,06-Mar-2026 03:00 PM,16-Mar-2026 05:00 PM,24-Mar-2026 03:00 PM,1.0,Date Corrigendum,Date,,Superintending Engineer Drainage Circle Gzb,Superintending Engineer Drainage Circle Gzb,07/se/2025-26,Flood protection works near village Jagos situated on the left bank of Yamuna river in district Baghpat.,Please refer Tender documents. ,NA ,"8,38,77,000",Civil Works,NA ,Tender,90.0,90.0,baghpat,250609.0,Meerut ,"Office of SE, Drainage Circle Ghaziabad (Meerut)  ",10-Mar-2026 01:00 PM ,Meerut,No ,No,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,07/SE/2025-26,2026_UPIDC_1122007_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5977713,ARVIND KUMAR SINGH,16-Mar-2026 04:36 PM,Rejected-AOC,L2,14-Apr-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,2.0,Financial Bid Opening,Financial Bid Opening Date Corrigendum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5975419,ASHUTOSH KUMAR VERMA,16-Mar-2026 04:32 PM,Rejected-AOC,L6,14-Apr-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5962753,BHAMAR SINGH,16-Mar-2026 01:33 PM,Rejected-AOC,L3,14-Apr-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5978066,M/s Kaiser Construction Engineers and Contractor,16-Mar-2026 03:59 PM,Rejected-AOC,L4,14-Apr-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5970525,M/S UNITE ENTERPRISES,16-Mar-2026 03:47 PM,Rejected-AOC,L5,14-Apr-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5970443,Shri Krishna Construction Projects Pvt Ltd,16-Mar-2026 11:10 AM,Accepted-AOC,"L1, Contract value including 18 percent GST",14-Apr-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
