Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Saharanpur Municipal Corporation Saharanpur UP,E-649549,2026_NNSAH_1112704_1,Yes,Open Tender,Percentage,Goods,2.0,No,No,Online,No,No,No,26-May-2026 05:53 PM,24-Feb-2026 04:00 PM,06-Feb-2026 10:00 AM,24-Feb-2026 02:00 PM,NA ,NA ,06-Feb-2026 10:00 AM,24-Feb-2026 02:00 PM,23-Mar-2026 11:15 AM,"In charge Officer Garage, Nagar Nigam Saharanpur","Garage Office, Nagar Nigam Saharanpur","1,00,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical,Supply of public health pesticides.,Supply of public health pesticides.,Please refer Tender documents. ,NA ,0.0,Miscellaneous,NA ,Tender,365.0,NA ,"Garage Office, Nagar Nigam Saharanpur",247001.0,NA ,NA ,NA ,"Garage Office, Nagar Nigam Saharanpur",No ,No,"1,180",Nil,Nil,No,1.0,SBI Bank,AOC,Finance,ok,SUDHIR KUMAR SHARMA,28-Mar-2026 01:13 PM,finance_2058434.pdf,BOQ Comparative Chart,Apar Nagar Ayukt,Internal,,Vijay Bahadur singh,23-Mar-2026 11:14 AM,23-Mar-2026 11:15 AM,techsummary_2058434.pdf (75.69 KB),Technical,Technical bids opened. Total 03 bids received. All bidders were found technically qualified after evaluation.,Vijay Bahadur singh,23-Mar-2026 11:02 AM,,VB SINGH,Internal,,Vijay Bahadur singh,23-Apr-2026 12:31 PM,finsummary_2058434.pdf (383.69 KB),23-Apr-2026,"INR 1,381,744",30.0,Vijay Bahadur singh,23-Apr-2026 12:35 PM,SAINEJJJ.pdf (384.00 KB),1,5903168,M/S M P SONS,20-Feb-2026 05:50 PM,Rejected-AOC,L2,23-Apr-2026 12:35 PM,Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1112704_1,E-649549,Supply of public health pesticides.,1.0,5903275.0,SAIGEN ENTERPRISES,INR,"1,381,744",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5903275,SAIGEN ENTERPRISES,20-Feb-2026 06:24 PM,Accepted-AOC,L1,23-Apr-2026 12:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5892398,SHIVPARAMOUNT ORGANICS AND FERTILIZERS PVT LTD,18-Feb-2026 02:41 PM,Rejected-AOC,L3,23-Apr-2026 12:35 PM,,,,,,,,,,AOC
