Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,2026_SCIDC_1129837_1,1375/EE (E)/LKO/Siddharthnagar/25-26,12.50Mtr. Highmast Light work at Various Blocks at Distt. Sidharthnagar (Vidhayak Nidhi work),1.0,6014594.0,M/S GARG ASSOCIATES,INR,"1,629,708.81",1.0,6014165.0,MONIKA ENTERPRISES,27-Mar-2026 05:26 PM,Rejected-Finance,Quoted Amount Rate in High,31-Mar-2026 12:10 PM,31-Mar-2026,"INR 1,629,708.81",180.0,Ram Nayan,20-Apr-2026 07:06 PM,Karyadesh_1129837.pdf (575.00 KB),Attached,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,30-Mar-2026 05:14 PM,30-Mar-2026 05:15 PM,techsummary_2107599.pdf (249.80 KB),Finance,Attached,Ram Nayan,31-Mar-2026 12:06 PM,finance_2107599.pdf,BOQ Comparative Chart,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,31-Mar-2026 12:10 PM,finsummary_2107599.pdf (527.56 KB),Technical,Attached,Ram Nayan,30-Mar-2026 05:11 PM,technical_2107599.pdf,AOC,24-Mar-2026 05:30 PM,30-Mar-2026 01:00 PM,24-Mar-2026 05:30 PM,30-Mar-2026 12:00 PM,NA ,NA ,24-Mar-2026 05:30 PM,30-Mar-2026 12:00 PM,30-Mar-2026 05:15 PM,"33,000",No,fixed,,UPSCIDCOLTD,Siddharthnagar,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,"Tender fee, EMD and Document","1,655",UPSCIDCOLTD,Siddharthnagar,No,12.50Mtr. Highmast Light work at Various Blocks at Distt. Sidharthnagar (Vidhayak Nidhi work),12.50Mtr. Highmast Light work at Various Blocks at Distt. Sidharthnagar (Vidhayak Nidhi work),12.50Mtr. Highmast Light work at Various Blocks at Distt. Sidharthnagar (Vidhayak Nidhi work) ,NA ,,Electrical Works,NA ,Tender,90.0,180.0,Siddharthnagar,272192.0,NA ,NA ,NA ,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",No ,No,Executive Engineer (E),"U.P. State construction and Infrastructure Development Corporation Ltd., Lekhraj Market-1, 3rd Floor, Indira Nagar Lucknow",U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,1375/EE (E)/LKO/Siddharthnagar/25-26,2026_SCIDC_1129837_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2.0,6014594.0,M/S GARG ASSOCIATES,27-Mar-2026 07:53 PM,Accepted-AOC,Accepted,20-Apr-2026 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
