S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,"CONSTRUCTION OF TOILET BLOCK AT GOVT HIGH SCHOOL YAKOOBPUR, DISTRICT- AMROHA(U.P.)","CONSTRUCTION OF TOILET BLOCK AT GOVT HIGH SCHOOL YAKOOBPUR, DISTRICT- AMROHA(U.P.)",Please refer Tender documents. ,NA ,"3,74,663",Civil Works,NA ,Tender,90.0,90.0,Moradabad,244001.0,NA ,NA ,NA ,"Project Manager UPPCL Unit-21, Moradabad",No ,No,"3,540",Nil,Nil,No,09-Feb-2026 04:00 PM,18-Feb-2026 02:00 PM,09-Feb-2026 04:00 PM,18-Feb-2026 01:00 PM,NA ,NA ,09-Feb-2026 04:00 PM,18-Feb-2026 01:00 PM,21-Feb-2026 03:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-21 Moradabad,06 /PCL/PM/UNIT-21/MBD/ 2025-26,2026_UPPRC_1113938_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"CONSTRUCTION OF TOILET BLOCK AT GOVT HIGH SCHOOL YAKOOBPUR, DISTRICT- AMROHA(U.P.)","8,000",No,fixed,,Nil,Nil,Project Manager,MMIG B 1 and 2 Ramganga vihar Moradabad,AOC,Technical,Comparative,Deepak Kumar Sharma,21-Feb-2026 01:09 PM,technical_2064348.pdf,"Project Manager Unit-21, Moradabad",Internal,Acctt moradabad and project manager bareilly,Deepak Kumar Sharma,22-Apr-2026 06:50 PM,finsummary_2064348.pdf (7956.63 KB),Finance,summary,Deepak Kumar Sharma,22-Apr-2026 06:46 PM,finance_2064348.pdf,BOQ Comparative Chart,"Project Manager Unit-21, Moradabad",Internal,"Project Manager Bareilly, Acctt. Mbd.",Deepak Kumar Sharma,21-Feb-2026 01:14 PM,21-Feb-2026 03:00 PM,techsummary_2064348.pdf (7956.63 KB),22-Apr-2026,"INR 373,726",90.0,Deepak Kumar Sharma,22-Apr-2026 07:01 PM,LOAY.pdf (724.00 KB),1,5887227,M/S RAKAM SINGH CONTRACTOR,18-Feb-2026 10:51 AM,Accepted-AOC,Ist Lowest,22-Apr-2026 07:01 PM,1.0,5887227.0,M/S RAKAM SINGH CONTRACTOR,INR,"373,726",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly||Unit-21 Moradabad,2026_UPPRC_1113938_1,06 /PCL/PM/UNIT-21/MBD/ 2025-26,"CONSTRUCTION OF TOILET BLOCK AT GOVT HIGH SCHOOL YAKOOBPUR, DISTRICT- AMROHA(U.P.)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,"CONSTRUCTION OF TOILET BLOCK AT GOVT HIGH SCHOOL YAKOOBPUR, DISTRICT- AMROHA(U.P.)",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5886642,SONU SINGH CONTRACTOR,18-Feb-2026 10:32 AM,Rejected-AOC,IInd Lowest,22-Apr-2026 07:01 PM,,,,,,,,,,AOC
