S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5994408.0,Jaypratap Enterprises,21-Mar-2026 07:08 PM,Accepted-AOC,LOW RATE,06-Apr-2026 11:55 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1123417_2,cmnsy/3467/10-03-2026,RAMCHANDRA RAWAT KE GHAR SE DILIP GOND KE GHAR TAK CC ROAD NIRMAN KARY WARD NO.17 NANDANA UTTARI PASHCHIMI,1.0,5994408.0,Jaypratap Enterprises,INR,"2,411,658.42",06-Apr-2026,"INR 2,411,658.42",30.0,Amit Kumar Jaiswal,06-Apr-2026 11:55 AM,ramchandra02.pdf (137.00 KB),LOW RATE,eo je,Internal,eo je,Amit Kumar Jaiswal,04-Apr-2026 02:27 PM,04-Apr-2026 03:00 PM,techsummary_2092908.pdf (133.58 KB),Finance,financial,Amit Kumar Jaiswal,04-Apr-2026 03:34 PM,finance_2092908.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,04-Apr-2026 05:17 PM,finsummary_2092908.pdf (137.33 KB),Technical,technical,Amit Kumar Jaiswal,04-Apr-2026 02:16 PM,technical_2092908.pdf,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,cmnsy/3467/10-03-2026,2026_DOLBU_1123417_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"2,400",EO,NPP GAURA BARHAJ,Yes,1.0,Fee/PreQual/Technical,.pdf,nit,10-Mar-2026 05:30 PM,31-Mar-2026 10:00 AM,10-Mar-2026 06:00 PM,30-Mar-2026 03:00 PM,NA ,NA ,10-Mar-2026 06:00 PM,30-Mar-2026 03:00 PM,04-Apr-2026 03:00 PM,"2,04,589",Yes,fixed,,EO,NPP GAURA BARHAJ,EO,NPP GAURA BARHAJ,1,DD - Demand Draft,RAMCHANDRA RAWAT KE GHAR SE DILIP GOND KE GHAR TAK CC ROAD NIRMAN KARY WARD NO.17 NANDANA UTTARI PASHCHIMI,RAMCHANDRA RAWAT KE GHAR SE DILIP GOND KE GHAR TAK CC ROAD NIRMAN KARY WARD NO.17 NANDANA UTTARI PASHCHIMI,Please refer Tender documents. ,NA ,"24,14,000",Civil Works,NA ,Tender,90.0,30.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,AOC
2.0,6009634.0,M/S SHYAM ASSOCIATES,26-Mar-2026 04:04 PM,Rejected-Finance,HIGH RATE,04-Apr-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,AOC
3.0,6007096.0,Pradeep Enterprises,26-Mar-2026 11:35 AM,Rejected-Finance,HIGH RATE,04-Apr-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,AOC
