Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
16-Apr-2026,"INR 690,578.48",90.0,Narendra chaudhary,16-Apr-2026 04:11 PM,Teji.pdf (1101.00 KB),690578.48,1.0,5969501.0,Rishi Prakash jaiswal,INR,"690,578.48",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1123792_8,2187/red/tender/unnao/25-26 dt- 10-02-2026,Vikash Khand Nawabganj ki Gram Tenduwa hiran Kuddi me Teji Khera Damar Road se Durgawati Devi mata minder tak Interlocking Raod ka Nirman karye.,1,5971310,M/S DIPTI KATIYAR,14-Mar-2026 05:19 AM,Rejected-AOC,l2,16-Apr-2026 04:11 PM,Technical,Summary,Narendra chaudhary,24-Mar-2026 03:50 PM,technical_2094066.pdf,Er Narendra Chaudhry,Internal,,Narendra chaudhary,16-Apr-2026 04:09 PM,finsummary_2094066.pdf (1100.76 KB),Finance,Summary,Narendra chaudhary,16-Apr-2026 04:03 PM,finance_2094066.pdf,BOQ Comparative Chart,Narendra Chaudhary,Internal,,Narendra chaudhary,24-Mar-2026 04:01 PM,24-Mar-2026 04:05 PM,techsummary_2094066.pdf (508.70 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Vikash Khand Nawabganj ki Gram Tenduwa hiran Kuddi me Teji Khera Damar Road se Durgawati Devi mata minder tak Interlocking Raod ka Nirman karye.,Vikash Khand Nawabganj ki Gram Tenduwa hiran Kuddi me Teji Khera Damar Road se Durgawati Devi mata minder tak Interlocking Raod ka Nirman karye.,Plz Refer Doc ,NA ,"6,91,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,Er Narendra Chaudhary,Vikas Bhawan Unnao,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2187/red/tender/unnao/25-26 dt- 10-02-2026,2026_REDUP_1123792_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,11-Mar-2026 03:55 PM,18-Mar-2026 12:30 PM,11-Mar-2026 03:55 PM,18-Mar-2026 12:00 PM,NA ,NA ,11-Mar-2026 03:55 PM,18-Mar-2026 12:00 PM,24-Mar-2026 04:05 PM,"14,000",Yes,fixed,,Nil,Nil,"1,000",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5969501,Rishi Prakash jaiswal,14-Mar-2026 03:45 PM,Accepted-AOC,l1,16-Apr-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
