Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tendernotice,"3,894",Executive Officer,Nagar Panchayat Katra,No,"33,57,000",Yes,fixed,,Executive Officer,Nagar Panchayat Katra,02-Apr-2026 05:00 PM,18-Apr-2026 10:00 AM,02-Apr-2026 05:00 PM,17-Apr-2026 05:00 PM,NA ,NA ,02-Apr-2026 05:00 PM,17-Apr-2026 05:00 PM,18-Apr-2026 11:00 AM,1,DD - Demand Draft,Executive Officer,Nagar Panchayat Katra,Ward No 09 Majhauwa Deeha Me Rajaram Yadav Wa Damar Marg Se Shamsuddin Ke Makan Tak Riteaningwall Mitti Patai CC Road Wa Ek Side Coverd Nali Avn RCC Patthar Dhali Ka Kary.,Ward No 09 Majhauwa Deeha Me Rajaram Yadav Wa Damar Marg Se Shamsuddin Ke Makan Tak Riteaningwall Mitti Patai CC Road Wa Ek Side Coverd Nali Avn RCC Patthar Dhali Ka Kary.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,Ward No 09 Majhauwa Deeha Me Rajaram Yadav Wa Dama,271503.0,NA ,NA ,NA ,Nagar Panchayat Katra,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Katra Gonda,06/NPK,2026_DOLBU_1132809_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,"EO, JE and Lipik",Internal,"EO, JE and Lipik",Ashish Kumar Srivastava,18-Apr-2026 11:57 AM,finsummary_2114395.pdf (394.17 KB),Technical,Summary,Ashish Kumar Srivastava,18-Apr-2026 10:43 AM,technical_2114395.pdf,"EO, JE and Lipik",Internal,"EO, JE and Lipik",Ashish Kumar Srivastava,18-Apr-2026 10:51 AM,18-Apr-2026 11:00 AM,techsummary_2114395.pdf (394.17 KB),Finance,Summary,Ashish Kumar Srivastava,18-Apr-2026 11:19 AM,finance_2114395.pdf,BOQ Comparative Chart,1.0,6045169.0,AWADH CONSTRUCTION,15-Apr-2026 02:04 PM,Accepted-AOC,L1,18-Apr-2026 12:22 PM,1.0,6045169.0,AWADH CONSTRUCTION,INR,"3,351,628.8",Directorate of Local Bodies UP||Nagar Panchayat Katra Gonda,2026_DOLBU_1132809_1,06/NPK,Ward No 09 Majhauwa Deeha Me Rajaram Yadav Wa Damar Marg Se Shamsuddin Ke Makan Tak Riteaningwall Mitti Patai CC Road Wa Ek Side Coverd Nali Avn RCC Patthar Dhali Ka Kary.,18-Apr-2026,"INR 3,351,628.8",90.0,Ashish Kumar Srivastava,18-Apr-2026 12:22 PM,CMNSY.pdf (231.00 KB),Ward No 09 Majhauwa Deeha Me Rajaram Yadav Wa Damar Marg Se Shamsuddin Ke Makan Tak Riteaningwall Mitti Patai CC Road Wa Ek Side Coverd Nali Avn RCC Patthar Dhali Ka Kary.,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6050630.0,MOHAMMAD SAYEED,15-Apr-2026 11:02 PM,Rejected-Finance,2nd Highest Amount Quoted,18-Apr-2026 11:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6052315.0,M/S KRISHNA KUMAR CONSTRUCTION,16-Apr-2026 05:20 PM,Rejected-Finance,Highest Amount Quoted,18-Apr-2026 11:57 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
