S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Date Correction,Date,,950.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,65/Etender/25-26 dt 12.02.2026,2026_REDUP_1127332_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,19-Mar-2026 09:00 AM,26-Mar-2026 03:00 PM,19-Mar-2026 09:00 AM,26-Mar-2026 11:00 AM,NA ,NA ,19-Mar-2026 09:00 AM,26-Mar-2026 11:00 AM,01-Apr-2026 02:45 PM,Sonamau Pakki Sadak se phoolchandra yadav ke ghr tk CC Road and Nali,Sonamau Pakki Sadak se phoolchandra yadav ke ghr tk CC Road and Nali,As per NIT ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Pratapgarh,230001.0,NA ,NA ,NA ,Pratapgarh,No ,No,"26,300",No,fixed,,Nil,Nil,1.0,SBI Bank,EE RED Pratapgarh,EE RED Pratapgarh,1,Fee/PreQual/Technical,.pdf,NIT,AOC,Technical,,SUJEET RAI,01-Apr-2026 02:36 PM,,Er.Sujeet kr Rai,Internal,"Manoj Mishra DAO, R C Maurya AE",SUJEET RAI,15-Apr-2026 02:47 PM,finsummary_2102600.pdf (232.73 KB),Finance,,SUJEET RAI,01-Apr-2026 03:03 PM,,BOQ Comparative Chart,Er.Sujeet kr Rai,Internal,"Manoj Mishra DAO, RC Mauruya AE",SUJEET RAI,01-Apr-2026 02:41 PM,01-Apr-2026 02:45 PM,techsummary_2102600.pdf (283.64 KB),15-Apr-2026,"INR 1,310,708.508",90.0,SUJEET RAI,15-Apr-2026 02:49 PM,SonamauAOC.pdf (233.00 KB),AOC,1.0,6008129.0,M/s Anil Kumar Singh,INR,"1,310,708.508",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,2026_REDUP_1127332_1,65/Etender/25-26 dt 12.02.2026,Sonamau Pakki Sadak se phoolchandra yadav ke ghr tk CC Road and Nali,1,6008162,DHARMENDRA ENTERPRISES,25-Mar-2026 08:36 PM,Rejected-Finance,,15-Apr-2026 02:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6008129,M/s Anil Kumar Singh,25-Mar-2026 08:19 PM,Accepted-AOC,AOC,15-Apr-2026 02:48 PM,AOC
