S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,854.0,Nil,Nil,No,07-Feb-2026 10:00 AM,16-Feb-2026 02:30 PM,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,19-Feb-2026 02:00 PM,"40,000",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",VIKAS KHAND BHAGALPUR KE GRAM PANCHAYAT MAIL ME RAMJANKI MARG SE SHIV MANDIR HOTE HUE RAM MANOHAR SHUKLA KE GHAR TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND BHAGALPUR KE GRAM PANCHAYAT MAIL ME RAMJANKI MARG SE SHIV MANDIR HOTE HUE RAM MANOHAR SHUKLA KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"19,92,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1112892_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Er. Surya Prakash,Internal,,Surya Prakash,16-Apr-2026 03:52 PM,finsummary_2058914.pdf (1660.38 KB),Technical,Technical Bid Open,Surya Prakash,17-Feb-2026 01:40 PM,,Er. Surya Prakash,Internal,Er. Abhishek Kumar Shahi AE and Shri Kanhaiya Lal DAO,Surya Prakash,19-Feb-2026 12:01 PM,19-Feb-2026 02:00 PM,techsummary_2058914.pdf (2201.99 KB),Finance,Financial Bid Open,Surya Prakash,19-Feb-2026 04:07 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1112892_1,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,VIKAS KHAND BHAGALPUR KE GRAM PANCHAYAT MAIL ME RAMJANKI MARG SE SHIV MANDIR HOTE HUE RAM MANOHAR SHUKLA KE GHAR TAK CC ROAD KA NIRMAN KARYA,1.0,5858903.0,SATENDRA KUMAR SINGH,INR,"1,687,232.96",1,5858916,M/S DIVYA CONSTRUCTION,11-Feb-2026 09:41 PM,Rejected-Finance,Highest Rate,16-Apr-2026 03:52 PM,16-Apr-2026,"INR 1,687,232.96",120.0,Surya Prakash,16-Apr-2026 03:55 PM,267.pdf (1660.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5858903,SATENDRA KUMAR SINGH,11-Feb-2026 09:16 PM,Accepted-AOC,Lowest Rate,16-Apr-2026 03:55 PM,,,,,,,AOC
