Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,0132/EE/JNP/2025-26 dt-07-02-2026,2026_SCIDC_1113368_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,062",Ex engineer upscidc ltd,JAUNPUR,No,"14,000",No,fixed,,Ex engineer upscidc ltd,JAUNPUR,1,DD - Demand Draft,1.0,DATE6,Date,,UNDER MLA NIDHI BUXA BELCHHA ALIVEER BABA KE PASS NALA PER RCC PULIYA KA NIRMAN KARYA 5X2MTR SPAN,UNDER MLA NIDHI BUXA BELCHHA ALIVEER BABA KE PASS NALA PER RCC PULIYA KA NIRMAN KARYA 5X2MTR SPAN,Please refer Tender documents. ,NA ,"6,98,999",Civil Works,PULIYA  ,Tender,90.0,90.0,BELCHHA,222002.0,NA ,NA ,NA ,Ex enginner office UPSCIDC LTD JAUNPUR,No ,No,Ex enginner UPSCIDC LTD JAUNPUR,VAN VIHAR ROAD BHUATPATTI JAUNPUR,07-Feb-2026 02:00 PM,17-Mar-2026 01:00 PM,07-Feb-2026 02:00 PM,17-Mar-2026 12:00 PM,NA ,NA ,07-Feb-2026 02:00 PM,17-Mar-2026 12:00 PM,30-Mar-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI,Yogendra Nath Kushwaha,15-Apr-2026 04:18 PM,finsummary_2060692.pdf (598.53 KB),Technical,three bid found for the tender,Yogendra Nath Kushwaha,29-Mar-2026 01:31 PM,technical_2060692.pdf,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI ACCT,Yogendra Nath Kushwaha,29-Mar-2026 01:33 PM,30-Mar-2026 10:00 AM,techsummary_2060692.pdf (481.82 KB),Finance,shardool vikram singh found l1,Yogendra Nath Kushwaha,15-Apr-2026 04:16 PM,finance_2060692.pdf,BOQ Comparative Chart,1,5980401,ramesh singh,17-Mar-2026 07:30 AM,Rejected-Finance,L2,15-Apr-2026 04:18 PM,1.0,5924747.0,Shardool Vikram Singh,INR,"697,950",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,2026_SCIDC_1113368_1,0132/EE/JNP/2025-26 dt-07-02-2026,UNDER MLA NIDHI BUXA BELCHHA ALIVEER BABA KE PASS NALA PER RCC PULIYA KA NIRMAN KARYA 5X2MTR SPAN,15-Apr-2026,"INR 697,950",90.0,Yogendra Nath Kushwaha,15-Apr-2026 04:37 PM,AOC.pdf (738.00 KB),SHARDOOL VIKRAM SINGH FOUND L1 AS PER BOQ CHART,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5924747,Shardool Vikram Singh,10-Mar-2026 05:19 PM,Accepted-AOC,L1,15-Apr-2026 04:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5980527,SURAJ CONSTRUCTION,17-Mar-2026 08:57 AM,Rejected-Finance,L2,15-Apr-2026 04:18 PM,,,,,,,,,,,,,,,,,AOC
