Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
41-npp sandila me wno24 me munna ke makan se mohammad ahmad ke makan tak cc sadak va nali nirman karya,41-npp sandila me wno24 me munna ke makan se mohammad ahmad ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"1,14,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JE,sandila,114.0,adhishashi adhikari nagar palika parishad,sandila,No,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124930_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECH,1,DD - Demand Draft,"9,700",Yes,fixed,,adhishashi adhikari nagar palika parishad,sandila,13-Mar-2026 02:00 PM,04-Apr-2026 12:00 PM,13-Mar-2026 02:00 PM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 02:00 PM,02-Apr-2026 05:00 PM,09-Apr-2026 06:00 PM,AOC,eo and je,Internal,,Shiv Kumar,10-Apr-2026 04:28 PM,finsummary_2096580.pdf (144.06 KB),Technical,3 admitted,Shiv Kumar,09-Apr-2026 05:21 PM,,eo and je,Internal,,gaurav Shukla,09-Apr-2026 05:51 PM,09-Apr-2026 06:00 PM,techsummary_2096580.pdf (107.61 KB),Finance,MOHD BILAL THEKEDAR WINNER,Shiv Kumar,10-Apr-2026 03:44 PM,,BOQ Comparative Chart,1.0,6024723.0,MOHD BILAL THEKEDAR,INR,"112,860",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124930_1,1298/NP/NV/RVA/2025-26,41-npp sandila me wno24 me munna ke makan se mohammad ahmad ke makan tak cc sadak va nali nirman karya,1.0,6024723.0,MOHD BILAL THEKEDAR,02-Apr-2026 06:09 PM,Accepted-AOC,L1,10-Apr-2026 04:31 PM,10-Apr-2026,"INR 112,860",60.0,Shiv Kumar,10-Apr-2026 04:31 PM,41.pdf (144.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6027126.0,M/S ABDUL MOIZ CONTRACTOR,02-Apr-2026 04:26 PM,Rejected-AOC,L2,10-Apr-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6027136.0,STAR BUILDERS & SUPPLIERS,02-Apr-2026 04:36 PM,Rejected-AOC,L3,10-Apr-2026 04:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
