Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,OPEND,RAM KUMAR TIWARI,18-Feb-2026 04:39 PM,finance_2053010.pdf,BOQ Comparative Chart,1,5844147,M/S INDIAN BUILDER,05-Feb-2026 11:08 AM,Accepted-AOC,L1,03-Apr-2026 05:03 PM,1.0,5844147.0,M/S INDIAN BUILDER,INR,"2,969,415","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1103796_2,514/AA-1/2025-26,Improvement of damages lane near H.N 88/307 88/405 88/494 88/443 and 105/625 via 1055/616 o 105/603 in ward-107 zone-01,03-Apr-2026,"INR 2,969,415",60.0,RAM KUMAR TIWARI,03-Apr-2026 05:03 PM,pl.pdf (122.00 KB),wo,MUNCIPAL COPORATION SIR,Internal,OPEND,RAM KUMAR TIWARI,18-Feb-2026 04:42 PM,techsummary_2053010.pdf (397.58 KB),MUNCIPAL COPORATION SIR,Internal,INDIAN,RAM KUMAR TIWARI,18-Feb-2026 04:45 PM,finsummary_2053010.pdf (397.58 KB),AOC,Improvement of damages lane near H.N 88/307 88/405 88/494 88/443 and 105/625 via 1055/616 o 105/603 in ward-107 zone-01,Improvement of damages lane near H.N 88/307 88/405 88/494 88/443 and 105/625 via 1055/616 o 105/603 in ward-107 zone-01,Please refer Tender documents. ,NA ,"29,99,712",Civil Works,NA ,Tender,90.0,NA ,kanpur,208001.0,NA ,NA ,NA ,ze-1 civil lines,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,tn,"1,770",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",514/AA-1/2025-26,2026_NNKAN_1103796_2,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,02-Feb-2026 09:00 AM,06-Feb-2026 04:00 PM,02-Feb-2026 09:00 AM,06-Feb-2026 03:00 PM,NA ,NA ,02-Feb-2026 09:00 AM,06-Feb-2026 03:00 PM,1.0,SBI Bank,"2,99,971",Yes,fixed,,Nil,Nil,c.e office,c. e office kanpur nagar nigam,AOC
,,,,,,2,5844138,SMS ENCLAVE,05-Feb-2026 11:10 AM,Rejected-Finance,NOT QUALIFIED,18-Feb-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
