S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Date and Time,Date,,"2,714",Nil,Nil,No,Lot-10,Flood protection and Anti Erosion works to protect villages from floods and erosion situated along the banks of various Barsaati River in the Sadauli Qadeem block of Behat Tehsil in District. Saharanpur.,Please refer Tender documents. ,NA ,"2,12,96,000",Civil Works,NA ,Tender,90.0,90.0,SAHARANPUR,247001.0,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,10-Mar-2026 02:00 PM ,OFFICE OF THE SE IWC SAHARANPUR,No ,No,"4,26,000",No,fixed,,Nil,Nil,SE IWC SAHARANPUR,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR,06-Mar-2026 11:30 AM,17-Mar-2026 11:00 AM,06-Mar-2026 11:30 AM,16-Mar-2026 05:00 PM,NA ,NA ,06-Mar-2026 11:30 AM,16-Mar-2026 05:00 PM,23-Mar-2026 02:30 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,06/SE/SRE/2025-26,2026_UPIDC_1121954_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,1.0,SBI Bank,AOC,1.0,5978368.0,M/S S K BUILDERS,INR,"13,263,740","C.B. YADAV, SE",Internal,"B.P.SINGH, SE, RAMBABU, EE",CHANDRABHAN YADAV,27-Mar-2026 06:19 PM,finsummary_2088582.pdf (194.24 KB),Finance,SUMMARY UPLOAD IN FINANCIAL EVALUATION,CHANDRABHAN YADAV,27-Mar-2026 05:42 PM,,BOQ Comparative Chart,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,2026_UPIDC_1121954_10,06/SE/SRE/2025-26,Lot-10,1,5978631,Arun Kumar,16-Mar-2026 04:14 PM,Rejected-AOC,L3,02-Apr-2026 06:51 PM,"C.B. YADAV, SE",Internal,"B.P.SINGH, SE, RAMBABU, EE",CHANDRABHAN YADAV,21-Mar-2026 04:56 PM,23-Mar-2026 02:30 PM,techsummary_2088582.pdf (666.80 KB),30-Mar-2026,"INR 13,263,740",90.0,CHANDRABHAN YADAV,02-Apr-2026 06:51 PM,10SKBuilders.pdf (630.00 KB),AOC,Technical,SUMMARY UPLOAD IN TECHNICAL EVALUATION,CHANDRABHAN YADAV,21-Mar-2026 04:25 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5962647,BHAMAR SINGH,15-Mar-2026 02:02 PM,Rejected-AOC,L6,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5970576,BHISAM SINGH,16-Mar-2026 10:06 AM,Rejected-AOC,L4,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,5972547,J P INFRATECH,16-Mar-2026 12:55 PM,Rejected-AOC,L8,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,5972992,MAA GAYATRI ASSOCIATES,15-Mar-2026 07:20 PM,Rejected-AOC,L9,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,5978526,M/S KOSHER CONSTRUCTION PVT. LTD.,16-Mar-2026 04:46 PM,Rejected-AOC,L7,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,5976460,M/S PRITI ENGINEERING WORKS,16-Mar-2026 03:20 PM,Rejected-AOC,L5,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,5978368,M/S S K BUILDERS,16-Mar-2026 03:32 PM,Accepted-AOC,L1,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,5970741,M/S SUDHIR KUMAR CONTRACTOR,16-Mar-2026 12:13 PM,Rejected-AOC,L2,02-Apr-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,5978507,singh iron industries,16-Mar-2026 04:50 PM,Rejected-Technical,DISQUALIFIED,21-Mar-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,AOC
