Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,in lottery process,DIVAKAR BHASKAR,13-Jan-2026 12:53 PM,,BOQ Comparative Chart,09-Apr-2026,"INR 2,158,022",60.0,DIVAKAR BHASKAR,17-Apr-2026 03:51 PM,1103414sikan.pdf (266.00 KB),1,5795089,M/s Maa maihar traders,08-Jan-2026 01:52 PM,Rejected-Finance,L1,04-Feb-2026 05:13 PM,1.0,5794149.0,M/S Sikander Suppliers,INR,"2,158,022","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1103414_1,1176/AA-2/25-26,Relaying of lane by I/L tiles and Drain. From Marhaba To Mo. Haru and Sakil Mistry To Gulab Babu and Miraj School To Hasim In Sujatganj ward 99 zone 2,CE,Internal,,DIVAKAR BHASKAR,04-Feb-2026 05:08 PM,techsummary_2034803.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,04-Feb-2026 05:13 PM,finsummary_2034803.pdf (238.63 KB),AOC,"1,770",Nil,Nil,No,"2,99,584",No,percentage,10.0%,Nil,Nil,1.0,SBI Bank,"CHIEF ENGINEER, KMC",Motijheel,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Kanpur Municipal Corporation, Kanpur, UP",1176/AA-2/25-26,2026_NNKAN_1103414_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,01-Jan-2026 06:00 PM,08-Jan-2026 04:00 PM,01-Jan-2026 06:00 PM,08-Jan-2026 03:00 PM,NA ,NA ,01-Jan-2026 06:00 PM,08-Jan-2026 03:00 PM,Relaying of lane by I/L tiles and Drain. From Marhaba To Mo. Haru and Sakil Mistry To Gulab Babu and Miraj School To Hasim In Sujatganj ward 99 zone 2,Relaying of lane by I/L tiles and Drain. From Marhaba To Mo. Haru and Sakil Mistry To Gulab Babu and Miraj School To Hasim In Sujatganj ward 99 zone 2,Please refer Tender documents. ,NA ,"29,95,842",Civil Works,NA ,Tender,90.0,60.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,AOC
,,,,,,,,,,,,2,5794149,M/S Sikander Suppliers,07-Jan-2026 10:37 PM,Accepted-AOC,AOC,17-Apr-2026 03:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
