S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
1.0,5974890.0,shiv kumar singh,INR,"1,192,494.174",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,2026_REDUP_1122909_1,LETTAR NO 2007 DATE 09.02.2026,GRAM MAN NAGLA ISTITH RAMTAL ASHRAM KE PAS VRADHA ASHRAM GRAH KA NIRMAN KARY,1,5974890,shiv kumar singh,15-Mar-2026 04:12 PM,Accepted-AOC,RESPONSIVE,09-Apr-2026 06:33 PM,09-Apr-2026,"INR 1,192,494.174",90.0,Pradeep Pal,09-Apr-2026 06:33 PM,MAN.pdf (595.00 KB),EE AE DAO,EE,Internal,EE AE DAO,Pradeep Pal,09-Apr-2026 06:28 PM,finsummary_2091520.pdf (594.51 KB),Technical,EE AE DAO,Pradeep Pal,20-Mar-2026 05:28 PM,technical_2091520.pdf,EE,Internal,EE AE DAO,Pradeep Pal,20-Mar-2026 05:30 PM,20-Mar-2026 05:40 PM,techsummary_2091520.pdf (415.85 KB),Finance,EE AE DAO,Pradeep Pal,09-Apr-2026 06:26 PM,finance_2091520.pdf,BOQ Comparative Chart,AOC,856.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,E E R E D VIKAS BHAWAN HARDOI,E E R E D VIKAS BHAWAN HARDOI,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,LETTAR NO 2007 DATE 09.02.2026,2026_REDUP_1122909_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,GRAM MAN NAGLA ISTITH RAMTAL ASHRAM KE PAS VRADHA ASHRAM GRAH KA NIRMAN KARY,GRAM MAN NAGLA ISTITH RAMTAL ASHRAM KE PAS VRADHA ASHRAM GRAH KA NIRMAN KARY,GRAM MAN NAGLA ISTITH RAMTAL ASHRAM KE PAS VRADHA ASHRAM GRAH KA NIRMAN KARY ,NA ,"11,93,000",Civil Works,NA ,Tender,90.0,90.0,HARDOI,241001.0,NA ,NA ,NA ,E E R E D VIKAS BHAWAN HARDOI,No ,No,"24,000",Yes,fixed,,Nil,Nil,09-Mar-2026 02:00 PM,16-Mar-2026 12:30 PM,09-Mar-2026 02:00 PM,16-Mar-2026 12:00 PM,NA ,NA ,09-Mar-2026 02:00 PM,16-Mar-2026 12:00 PM,20-Mar-2026 05:40 PM,1.0,SBI Bank,AOC
,,,,,,,,,2,5974794,SWARNA CONSTRUCTION & SUPPLIERS,15-Mar-2026 03:42 PM,Rejected-AOC,RESPONSIVE,09-Apr-2026 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
