EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"1,00,000",No,fixed,,EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD BISAULI,"1,530",EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD BISAULI,No,1.0,Fee/PreQual/Technical,.pdf,Tender Norms Signed Copy RTGS NEFT Tender Security Amount and Tender Fee GSTIN PAN LABOR REG Etc,"Door-to-door garbage collection, segregation of garbage, transportation of garbage, composting of wet garbage etc","Under Solid Waste Management works including door-to-door garbage collection, segregation of garbage, transportation of garbage, composting of wet garbage, publicity activities in wards for awareness, IEC cleanliness",Please refer Tender documents. ,NA ,,Solid Waste Management,NA ,Rate Contract,90.0,365.0,NAGAR PALIKA PARISHAD BISAULI,243720.0,NA ,NA ,NA ,NAGAR PALIKA PARISHAD BISAULI,No ,No,1.0,CorrectionSecurityAmonut,Other,,11-Mar-2026 09:00 AM,25-Mar-2026 04:00 PM,11-Mar-2026 09:00 AM,25-Mar-2026 01:00 PM,NA ,NA ,11-Mar-2026 09:00 AM,25-Mar-2026 01:00 PM,30-Mar-2026 04:05 PM,1.0,RTGS - RTGS Payment,EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD BISAULI,Directorate of Local Bodies UP||Nagar Palika Parishad Bisauli Badaun,D2D697NPPBISAULI,2026_DOLBU_1123291_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,03 bids admitted,Gyanendra Yadav,28-Mar-2026 05:02 PM,,EO,Internal,JE And AC,Gyanendra Yadav,01-Apr-2026 06:12 PM,finsummary_2092594.pdf (204.52 KB),Finance,03 bida admitted,Gyanendra Yadav,01-Apr-2026 10:50 AM,,BOQ Comparative Chart,EO,Internal,JE and AC,Gyanendra Yadav,30-Mar-2026 04:01 PM,30-Mar-2026 04:05 PM,techsummary_2092594.pdf (204.52 KB),01-Apr-2026,"INR 250,000",365.0,Gyanendra Yadav,14-Apr-2026 12:19 PM,AOCD2DHL.pdf (132.00 KB),Rate Contract per Month work,1,6006207,GUPTA CONTRACTOR,25-Mar-2026 10:26 AM,Rejected-Finance,Reject,01-Apr-2026 10:57 AM,1.0,6006622.0,HL FLOW INDIA,INR,"250,000",Directorate of Local Bodies UP||Nagar Palika Parishad Bisauli Badaun,2026_DOLBU_1123291_1,D2D697NPPBISAULI,"Door-to-door garbage collection, segregation of garbage, transportation of garbage, composting of wet garbage etc",AOC
,,,,,,,,,,2.0,Finance,.xls,BOQ Item rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6006622,HL FLOW INDIA,25-Mar-2026 11:39 AM,Accepted-AOC,Lowest bid rate accepted for Rate contract per month,14-Apr-2026 12:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6006167,M/S bilalkhan,25-Mar-2026 10:16 AM,Rejected-Finance,Reject,01-Apr-2026 10:57 AM,,,,,,,,,,AOC
