Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1698/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1115412_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"41,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,13-Feb-2026 10:00 AM,20-Feb-2026 02:30 PM,13-Feb-2026 10:00 AM,19-Feb-2026 12:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,19-Feb-2026 12:00 PM,19-Mar-2026 04:00 PM,"2,354",Nil,Nil,No,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",GRAMSABHA SAKARAPAR KHURD ME PANCHAYAT BHAWAN SE BAIJNATH TIWARI KE GHAR HOTE HUE SHIVDUTT TRIPATHI KE GHAR TAK CC ROAD KA NIRMAN KARYA,GRAMSABHA SAKARAPAR KHURD ME PANCHAYAT BHAWAN SE BAIJNATH TIWARI KE GHAR HOTE HUE SHIVDUTT TRIPATHI KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"20,62,170",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,1.0,SBI Bank,AOC,Er. Surya Prakash,Internal,,Surya Prakash,18-Apr-2026 07:36 PM,finsummary_2069659.pdf (1437.71 KB),Technical,Technical Bid Open,Surya Prakash,20-Feb-2026 06:40 PM,,Er. Surya Prakash,Internal,,Kanhaiya Lal,19-Mar-2026 03:12 PM,19-Mar-2026 04:00 PM,techsummary_2069659.pdf (851.46 KB),Finance,Financial Bid Open,Surya Prakash,19-Mar-2026 07:21 PM,,BOQ Comparative Chart,1,5878758,M/S DINESH KUMAR DUBEY,17-Feb-2026 09:06 AM,Accepted-AOC,Lowest Rate,18-Apr-2026 07:38 PM,1.0,5878758.0,M/S DINESH KUMAR DUBEY,INR,"1,746,699.49",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1115412_9,1698/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,GRAMSABHA SAKARAPAR KHURD ME PANCHAYAT BHAWAN SE BAIJNATH TIWARI KE GHAR HOTE HUE SHIVDUTT TRIPATHI KE GHAR TAK CC ROAD KA NIRMAN KARYA,18-Apr-2026,"INR 1,746,699.49",120.0,Surya Prakash,18-Apr-2026 07:38 PM,324.pdf (1438.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5878776,M/S GIRIJA SHANKAR DUBEY,17-Feb-2026 09:26 AM,Rejected-Finance,Highest Rate,18-Apr-2026 07:36 PM,,,,,,,,,,,,,,,,AOC
