Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
06-Apr-2026,"INR 10,249,771.501",45.0,Amit Kumar Jaiswal,06-Apr-2026 01:50 PM,pipeline.pdf (131.00 KB),LOW RATE,1.0,5973338.0,Jaypratap Enterprises,14-Mar-2026 09:41 PM,Rejected-Finance,HIGH RATE,06-Apr-2026 01:46 PM,1.0,5985726.0,KAMINI ENTERPRISES,INR,"10,249,771.501",Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1124984_1,3481/PEYJAL/13-03-2026,Estimate for installation of water plant 1000LPH at various public places in Npp Gaura Barhaj.,Finance,financial,Manoj Kumar Gupta,06-Apr-2026 01:41 PM,,BOQ Comparative Chart,eo je,Internal,eoj e,Amit Kumar Jaiswal,04-Apr-2026 02:33 PM,04-Apr-2026 04:00 PM,techsummary_2096679.pdf (134.72 KB),Technical,technical,Amit Kumar Jaiswal,04-Apr-2026 02:23 PM,technical_2096679.pdf,eo je,Internal,eo je,Amit Kumar Jaiswal,06-Apr-2026 01:46 PM,finsummary_2096679.pdf (131.49 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,"10,250",EO,NPP GAURA BARHAJ,Yes,"8,68,633",Yes,fixed,,EO,NPP GAURA BARHAJ,EO,NPP GAURA BARHAJ,Estimate for installation of water plant 1000LPH at various public places in Npp Gaura Barhaj.,Estimate for installation of water plant 1000LPH at various public places in Npp Gaura Barhaj.,Please refer Tender documents. ,NA ,"1,02,49,874",Civil Works,NA ,Tender,90.0,45.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,13-Mar-2026 03:00 PM,28-Mar-2026 10:00 AM,13-Mar-2026 03:30 PM,27-Mar-2026 03:00 PM,NA ,NA ,13-Mar-2026 03:30 PM,27-Mar-2026 03:00 PM,04-Apr-2026 04:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3481/PEYJAL/13-03-2026,2026_DOLBU_1124984_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,AOC
,,,,,,,2.0,5985726.0,KAMINI ENTERPRISES,18-Mar-2026 08:17 PM,Accepted-AOC,LOW RATE,06-Apr-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC
,,,,,,,3.0,5978872.0,M/S SHYAM ASSOCIATES,17-Mar-2026 08:02 PM,Rejected-Finance,HIGH RATE,06-Apr-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
