Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
SM_TENDER CELL,GNIDA OFFICE,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,2026_GNIDA_1111235_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"7,59,000",No,fixed,,Nil,Nil,"5,570",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",1.0,SBI Bank,03-Feb-2026 05:00 PM,19-Feb-2026 11:00 AM,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,NA ,NA ,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,16-Mar-2026 11:00 AM,"Resurfacing of Internal road (UK-02) in Sector Ecotech-3, Greater Noida.","Resurfacing of Internal road (UK-02) in Sector Ecotech-3, Greater Noida.",REFER TENDER DOCUMENT ,NA ,"3,79,22,835",Civil Works,DEVELOPMENT WORK ,Tender,90.0,180.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,AOC,Technical,UNDER EVALUATION,RAJESH NIM,19-Feb-2026 12:35 PM,,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,30-Mar-2026 07:20 PM,finsummary_2052688.pdf (145.99 KB),Finance,UNDER EVALUATION,RAJESH NIM,16-Mar-2026 11:25 AM,,BOQ Comparative Chart,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,14-Mar-2026 04:27 PM,16-Mar-2026 11:00 AM,techsummary_2052688.pdf (147.58 KB),15-Apr-2026,"INR 37,194,717.4",180.0,PRABHAT SHANKAR,15-Apr-2026 03:38 PM,53266.pdf (428.00 KB),AWARD LETTER,1.0,5884881.0,M/s Buildcon Infra,17-Feb-2026 03:33 PM,Rejected-Finance,L4,30-Mar-2026 07:20 PM,Greater Noida Industrial Development Authority,2026_GNIDA_1111235_3,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,"Resurfacing of Internal road (UK-02) in Sector Ecotech-3, Greater Noida.",1.0,5879259.0,M/S S.K.Infra Engineers Private Limited,INR,"37,194,717.4",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5864358.0,M/S KRV ASSOCIATES,16-Feb-2026 04:49 PM,Rejected-Finance,L2,30-Mar-2026 07:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5879259.0,M/S S.K.Infra Engineers Private Limited,16-Feb-2026 04:03 PM,Accepted-AOC,L1,15-Apr-2026 03:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5865160.0,M/S SKV INFRATECH PRIVATE LIMITED,14-Feb-2026 10:56 AM,Rejected-Finance,L3,30-Mar-2026 07:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
