Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Excutive Engineer,"GDA Office,Taramandal, Gorakhpur.",Decorative lighting work at Boating Phase-I.,Please refer Tender documents.,Please refer Tender documents. ,NA ,"49,72,829",Electrical Works,NA ,Tender,90.0,90.0,"Taramandal, Gorakhpur",273016.0,NA ,NA ,NA ,GDA Office,No ,No,"2,49,000",No,fixed,,Nil,Nil,Gorakhpur Development Authority,42/GDA/2025-26/16022026,2026_GORDA_1119750_4,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,180",Nil,Nil,No,1.0,Technical Data Sheet,Technical Bid,,24-Feb-2026 06:00 PM,09-Mar-2026 03:30 PM,24-Feb-2026 06:00 PM,09-Mar-2026 02:30 PM,24-Feb-2026 06:00 PM ,09-Mar-2026 12:00 PM ,24-Feb-2026 06:00 PM,09-Mar-2026 02:30 PM,27-Mar-2026 11:00 AM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,AOC,Pushp Raj Singh,Internal,"Santosh Kumar Kushwaha CFAO, Kishan Singh SE",Kishan Singh,25-Mar-2026 11:47 AM,27-Mar-2026 11:00 AM,techsummary_2082526.pdf (215.51 KB),Finance,Admitted,Kishan Singh,07-Apr-2026 02:43 PM,finance_2082526.pdf,BOQ Comparative Chart,Pushp Raj Singh,Internal,"Santosh Kumar Kushwaha CFAO, Kishan Singh SE",Kishan Singh,07-Apr-2026 02:46 PM,finsummary_2082526.pdf (220.01 KB),Technical,Admitted,Kishan Singh,25-Mar-2026 11:43 AM,technical_2082526.pdf,Gorakhpur Development Authority,2026_GORDA_1119750_4,42/GDA/2025-26/16022026,Decorative lighting work at Boating Phase-I.,1.0,5947940.0,SHASHANK CONSTRUCTION,INR,"5,779,919.13",1,5948066,M/s Arya Construction,05-Mar-2026 02:06 PM,Rejected-Finance,High Amount Quoted,07-Apr-2026 02:46 PM,07-Apr-2026,"INR 5,779,919.13",90.0,Kishan Singh,07-Apr-2026 02:52 PM,img04072026_0013.pdf (247.00 KB),Quoted amount 4898237.06 GST 18 Percent 881682.67 Total 5779919.13,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5947940,SHASHANK CONSTRUCTION,07-Mar-2026 05:32 PM,Accepted-AOC,Qualified,07-Apr-2026 02:52 PM,,,,,,,,AOC
