Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
07-Apr-2026,"INR 60,846,888.79",365.0,NAROTTAM SINGH,07-Apr-2026 03:47 PM,4001.pdf (411.00 KB),AWARD LETTER,1.0,5819476.0,J S S Infratech,22-Jan-2026 06:31 PM,Accepted-AOC,L1,07-Apr-2026 03:47 PM,1.0,5819476.0,J S S Infratech,INR,"60,846,888.79",Greater Noida Industrial Development Authority,2026_GNIDA_1105871_5,SM/(TENDER CELL)/2026/697 DATED-10.01.2026,"Construction of RCC drain and Footpath work in 80m wide road (Asian Paint Company to Sirsa Rotary), Greater Noida.",Technical,UNDER EVALUATION,NAROTTAM SINGH,30-Jan-2026 01:21 PM,,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,NAROTTAM SINGH,07-Apr-2026 03:43 PM,finsummary_2040484.pdf (163.84 KB),Finance,UNDER EVALUATION,NAROTTAM SINGH,18-Feb-2026 11:57 AM,,BOQ Comparative Chart,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,NAROTTAM SINGH,17-Feb-2026 07:08 PM,18-Feb-2026 11:00 AM,techsummary_2040484.pdf (190.44 KB),AOC,Greater Noida Industrial Development Authority,SM/(TENDER CELL)/2026/697 DATED-10.01.2026,2026_GNIDA_1105871_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,REVISED SCHEDULE,Date,,13-Jan-2026 06:00 PM,30-Jan-2026 11:00 AM,13-Jan-2026 06:00 PM,28-Jan-2026 05:00 PM,NA ,NA ,13-Jan-2026 06:00 PM,28-Jan-2026 05:00 PM,18-Feb-2026 11:00 AM,"6,770",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP","12,55,000",No,fixed,,Nil,Nil,SM_TENDER CELL,GNIDA OFFICE,"Construction of RCC drain and Footpath work in 80m wide road (Asian Paint Company to Sirsa Rotary), Greater Noida.","Construction of RCC drain and Footpath work in 80m wide road (Asian Paint Company to Sirsa Rotary), Greater Noida.",REFER TENDER DOCUMENT ,NA ,"6,27,21,872",Civil Works,DEVELOPMENT ,Tender,90.0,365.0,GREATER NOIDA,201308.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,AOC
,,,,,,,2.0,5816104.0,LISHA ENGINEERS PRIVATE LIMITED,24-Jan-2026 03:51 PM,Rejected-Finance,L2,07-Apr-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,5826896.0,PARAS CONSTRUCTIONS,27-Jan-2026 01:58 PM,Rejected-Technical,DIS-QUALIFIED,17-Feb-2026 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4.0,5826941.0,SHUBHAM BUILDERS,27-Jan-2026 01:48 PM,Rejected-Finance,L3,07-Apr-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
