Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,923/UPRNSS/E-TENDER/2025-26 Date 10.03.2026,2026_UPRNS_1123795_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Construction Of CC Road With Covered Drain At Distt. Jail Fatehpur, Distt. Fatehpur","Construction Of CC Road With Covered Drain At Distt. Jail Fatehpur, Distt. Fatehpur",Please refer Tender documents. ,NA ,"23,87,311",Civil Works,NA ,Tender,180.0,90.0,Fatehpur,212601.0,NA ,NA ,NA ,Fatehpur,No ,No,Executive Engineer,"U.P. Rajya Nirman Sahkari Sangh Ltd. Nirman Prakhand Fatehpur. Behind Tambeshwar Temple, Jail Road, Fatehpur. 212601","4,720",EE,Fatehpur,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,Date Extend,Date,,1.0,FDR - Fixed Deposit,11-Mar-2026 06:00 PM,28-Mar-2026 03:00 PM,11-Mar-2026 06:00 PM,28-Mar-2026 02:00 PM,NA ,NA ,11-Mar-2026 06:00 PM,28-Mar-2026 02:00 PM,07-Apr-2026 12:00 PM,"48,000",No,fixed,,EE,Fatehpur,AOC,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,07-Apr-2026 11:29 AM,07-Apr-2026 12:00 PM,techsummary_2093910.pdf (269.07 KB),Finance,Financial,DIVAKAR MISHRA,07-Apr-2026 01:53 PM,finance_2093910.pdf,BOQ Comparative Chart,Divakar Kumar Mishra-E.E.,Internal,"Chandra Bhushan Mishra- A.E, Manish Kumar Singh-Accountant",DIVAKAR MISHRA,07-Apr-2026 04:06 PM,finsummary_2093910.pdf (269.07 KB),Technical,Technical Summary,DIVAKAR MISHRA,07-Apr-2026 11:17 AM,technical_2093910.pdf,1.0,6015430.0,SHREE MEHANDIPUR BALAJI CONSTRUCTION,INR,"2,384,924",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Allahabad II,2026_UPRNS_1123795_1,923/UPRNSS/E-TENDER/2025-26 Date 10.03.2026,"Construction Of CC Road With Covered Drain At Distt. Jail Fatehpur, Distt. Fatehpur",1,5988534,ASHA CONSTRUCTION & SUPPLIERS,21-Mar-2026 07:09 PM,Rejected-Finance,L2,07-Apr-2026 04:06 PM,07-Apr-2026,"INR 2,384,924",90.0,DIVAKAR MISHRA,07-Apr-2026 04:14 PM,AOCCCroad.pdf (568.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6014036,M/S NIDHI CONSTRUCTIONS,27-Mar-2026 07:55 PM,Rejected-Finance,L3,07-Apr-2026 04:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attachment,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6015430,SHREE MEHANDIPUR BALAJI CONSTRUCTION,28-Mar-2026 12:34 PM,Accepted-AOC,L1,07-Apr-2026 04:14 PM,,,,,,,,AOC
