Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
06-Apr-2026,"INR 1,401,785.982",45.0,Amit Kumar Jaiswal,06-Apr-2026 12:14 PM,MainRoadF05.pdf (156.00 KB),LOW RATE,1.0,5973882.0,Jaypratap Enterprises,15-Mar-2026 10:03 AM,Rejected-Finance,HIGH RATE,01-Apr-2026 02:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1123105_5,3462/DDU/09-03-2026,WORK NO.5,1.0,5985877.0,KAMINI ENTERPRISES,INR,"1,401,785.982",Technical,technical,Amit Kumar Jaiswal,28-Mar-2026 04:22 PM,technical_2091976.pdf,eo je,Internal,eo je,Amit Kumar Jaiswal,01-Apr-2026 02:00 PM,finsummary_2091976.pdf (156.07 KB),Finance,financial,Amit Kumar Jaiswal,01-Apr-2026 01:30 PM,finance_2091976.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,28-Mar-2026 04:49 PM,30-Mar-2026 10:00 AM,techsummary_2091976.pdf (137.88 KB),AOC,WORK NO.5,WORK NO.5,Please refer Tender documents. ,NA ,"14,01,800",Civil Works,NA ,Tender,90.0,45.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,1,DD - Demand Draft,"1,400",EO,NPP GAURA BARHAJ,Yes,EO,NPP GAURA BARHAJ,10-Mar-2026 10:00 AM,24-Mar-2026 10:00 AM,10-Mar-2026 11:00 AM,23-Mar-2026 04:00 PM,NA ,NA ,10-Mar-2026 11:00 AM,23-Mar-2026 04:00 PM,30-Mar-2026 10:00 AM,"1,18,804",Yes,fixed,,EO,NPP GAURA BARHAJ,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3462/DDU/09-03-2026,2026_DOLBU_1123105_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,2.0,5985877.0,KAMINI ENTERPRISES,18-Mar-2026 08:26 PM,Accepted-AOC,LOW RATE,06-Apr-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,3.0,5978972.0,M/S SHYAM ASSOCIATES,17-Mar-2026 08:09 PM,Rejected-Finance,HIGH RATE,01-Apr-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
