Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
24-Mar-2026,"INR 6,243,045.5",180.0,Ramesh Prasad,10-Apr-2026 12:44 PM,DOS37.pdf (447.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",2026_UPIDC_1111712_7,07/S.E/2025-26,COUNTER BERM WITH RETAINING WALL BETWEEN KM . 3.200 TO KM. 3.600 OF BANSGAON DY.,1.0,5946225.0,M/S ADITYA CONSTRUCTION COMPANY,INR,"6,243,045.5",1,5946225,M/S ADITYA CONSTRUCTION COMPANY,05-Mar-2026 10:17 AM,Accepted-AOC,L1,10-Apr-2026 12:44 PM,Finance,Admitted,Ramesh Prasad,11-Mar-2026 03:08 PM,,BOQ Comparative Chart,Ramesh Prasad,Internal,Vishwanath Shukla,Ramesh Prasad,09-Mar-2026 03:02 PM,11-Mar-2026 11:00 AM,techsummary_2083729.pdf (594.59 KB),Technical,Admitted,Ramesh Prasad,09-Mar-2026 02:58 PM,,Ramesh Prasad,Internal,Vishwanath Shukla,Ramesh Prasad,11-Mar-2026 03:18 PM,finsummary_2083729.pdf (511.47 KB),AOC,"S.E, Irrigation Construction Circle, Basti","S.E, Irrigation Construction Circle, Basti","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",07/S.E/2025-26,2026_UPIDC_1111712_7,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"2,958",Nil,Nil,No,26-Feb-2026 01:30 PM,06-Mar-2026 03:30 PM,26-Feb-2026 01:30 PM,06-Mar-2026 03:00 PM,NA ,NA ,26-Feb-2026 01:30 PM,06-Mar-2026 03:00 PM,11-Mar-2026 11:00 AM,"1,62,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,COUNTER BERM WITH RETAINING WALL BETWEEN KM . 3.200 TO KM. 3.600 OF BANSGAON DY.,COUNTER BERM WITH RETAINING WALL BETWEEN KM . 3.200 TO KM. 3.600 OF BANSGAON DY.,Please refer Tender documents. ,NA ,"81,22,000",Civil Works,NA ,Tender,90.0,180.0,Gorakhpur,273001.0,NA ,NA ,NA ,"S.E, Irrigation Construction Circle, Basti",No ,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5946980,M/S ARYA ENTERPRISES,06-Mar-2026 09:02 AM,Rejected-Finance,L2,11-Mar-2026 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5949263,M/S JITENDRA SINGH,05-Mar-2026 07:52 PM,Rejected-Finance,L3,11-Mar-2026 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5951348,OM PRAKASH SINGH,06-Mar-2026 02:16 PM,Rejected-Technical,As Per Uploaded,09-Mar-2026 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5948406,santosh kumar pal,05-Mar-2026 05:40 PM,Rejected-Finance,L4,11-Mar-2026 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
