Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,2026_UPIDM_1113743_4,04/EE/TWCD/2025-26,Drilling of Bore,1.0,5869633.0,SHIV SHAKTI BOREWELL,INR,"162,000",1,5867880,M/s SAURABH ENTERPRISES,14-Feb-2026 08:16 AM,Rejected-Finance,L2,21-Apr-2026 11:03 AM,21-Apr-2026,"INR 162,000",90.0,Gaurav Srivastava,21-Apr-2026 11:06 AM,boqh.pdf (23.00 KB),L1,Sri Gaurav Srivastava EE TCD Prayagraj,Internal,Sri Shashteshwar Nath EE MLCD Prayagraj Sri Shivaji Verma DA TCD Prayagraj,Gaurav Srivastava,21-Apr-2026 11:03 AM,finsummary_2063876.pdf (22.80 KB),Technical,technically Qualified,Gaurav Srivastava,21-Feb-2026 06:40 PM,technical_2063876.pdf,Sri Gaurav Srivastava EE TCD Prayagraj,Internal,Sri shashteshwar Nath EE MLCD Prayagraj Sri Shiva ji Verma DA TCD Prayagraj,Gaurav Srivastava,21-Feb-2026 07:00 PM,23-Feb-2026 10:00 AM,techsummary_2063876.pdf (368.25 KB),Finance,financially qualified,Gaurav Srivastava,23-Feb-2026 10:43 AM,finance_2063876.pdf,BOQ Comparative Chart,AOC,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,04/EE/TWCD/2025-26,2026_UPIDM_1113743_4,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"4,050",No,percentage,2.0%,Nil,Nil,EE TCD Prayagraj,Office EE TCD Nalkoop Colony Bada Bhagara Prayagraj,589.0,Nil,Nil,No,Drilling of Bore,Drilling of Bore (600x450mm) of state tubewell of 150 mtr depth of 1.5 cusec capacity to provide irrigation facility in Block- Pratappur District-Prayagraj. GST Extra,Please refer Tender documents. ,NA ,"2,02,500",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,90.0,90.0,Block-Pratappur Dist-Prayagraj,212402.0,NA ,NA ,NA ,Office EE TCD Prayagraj,No ,No,1,Fee/PreQual/Technical,.pdf,DOC,10-Feb-2026 11:00 AM,18-Feb-2026 02:00 PM,10-Feb-2026 11:00 AM,17-Feb-2026 05:00 PM,NA ,NA ,10-Feb-2026 11:00 AM,17-Feb-2026 05:00 PM,23-Feb-2026 10:00 AM,AOC
,,,,,,,,,2,5869633,SHIV SHAKTI BOREWELL,14-Feb-2026 11:20 AM,Accepted-AOC,L1,21-Apr-2026 11:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,AOC
