Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,"22,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1700/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1115995_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,GRAM BAKHARA KE POKHARA TOLA SE HARENDRA GAUTAM KE GHAR TAK CC SADAK NIRMAN KARYA,GRAM BAKHARA KE POKHARA TOLA SE HARENDRA GAUTAM KE GHAR TAK CC SADAK NIRMAN KARYA,Please Refer Tender Document ,NA ,"10,86,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,1.0,SBI Bank,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",16-Feb-2026 10:00 AM,24-Feb-2026 02:30 PM,16-Feb-2026 10:00 AM,23-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 10:00 AM,23-Feb-2026 12:00 PM,11-Mar-2026 10:00 AM,766.0,Nil,Nil,No,AOC,Er. Surya Prakash,Internal,,Surya Prakash,25-Apr-2026 02:11 PM,finsummary_2071298.pdf (1516.83 KB),Technical,Technical Bid Open,Surya Prakash,24-Feb-2026 03:35 PM,,Er. Surya Prakash,Internal,Er. D.K. Kesarwani AE and Shri Kanhaiya Lal DAO,Surya Prakash,10-Mar-2026 04:35 PM,11-Mar-2026 10:00 AM,techsummary_2071298.pdf (440.02 KB),Finance,Financial Bid Open,Surya Prakash,13-Mar-2026 07:04 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1115995_1,1700/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,GRAM BAKHARA KE POKHARA TOLA SE HARENDRA GAUTAM KE GHAR TAK CC SADAK NIRMAN KARYA,1.0,5893717.0,M/S VIKRANT SINGH,INR,"920,131.11",1,5893737,M/S DIVYA CONSTRUCTION,18-Feb-2026 06:14 PM,Rejected-Finance,Highest Rate,25-Apr-2026 02:11 PM,25-Apr-2026,"INR 920,131.11",120.0,Surya Prakash,25-Apr-2026 02:13 PM,358.pdf (1517.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5893717,M/S VIKRANT SINGH,18-Feb-2026 06:25 PM,Accepted-AOC,Lowest Rate,25-Apr-2026 02:13 PM,,,,,,,AOC
