Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Cutting extended Berms of Nehtaur branch in between Km. 0.000 to 21.000 for Year 2025-26,Cutting extended Berms of Nehtaur branch in between Km. 0.000 to 21.000 for Year 2025-26,Please refer Tender documents. ,NA ,"67,00,000",Civil Works - Canal,NA ,Tender,90.0,21.0,Bijnor,246701.0,NA ,NA ,NA ,"E.G.C.C. Circle, Bijnor",No ,No,"1,34,000",No,fixed,,Nil,Nil,23-Feb-2026 10:00 AM,28-Feb-2026 12:00 PM,23-Feb-2026 10:00 AM,28-Feb-2026 10:00 AM,NA ,NA ,23-Feb-2026 10:00 AM,28-Feb-2026 10:00 AM,06-Mar-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Document(Contractor),S.E.,"E.G.C.C. Circle, Bijnor","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Bijnore",05/SE/2025-26,2026_UPIDC_1119023_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,1.0,SBI Bank,AOC,Technical,Four valid bid found. which are admitted.,Ravindra Kumar Chaudhary,28-Feb-2026 12:35 PM,,R.K. Chaudhary,Internal,A.K. Verma,Ravindra Kumar Chaudhary,06-Mar-2026 04:35 PM,finsummary_2080290.pdf (405.92 KB),Finance,Four valid bid found. which are admitted.,Ravindra Kumar Chaudhary,06-Mar-2026 04:27 PM,,BOQ Comparative Chart,R.K.Chaudhary,Internal,A.K. Verma,Ravindra Kumar Chaudhary,28-Feb-2026 03:44 PM,06-Mar-2026 04:00 PM,techsummary_2080290.pdf (126.12 KB),10-Mar-2026,"INR 3,258,592",21.0,Ravindra Kumar Chaudhary,08-Apr-2026 04:29 PM,aocNEHTAUR.pdf (369.00 KB),Awarded to Narendra Kumar,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Bijnore",2026_UPIDC_1119023_1,05/SE/2025-26,Cutting extended Berms of Nehtaur branch in between Km. 0.000 to 21.000 for Year 2025-26,1.0,5939516.0,NARENDRA KUMAR,INR,"3,258,592",1,5936195,ASHOK KUMAR,28-Feb-2026 09:24 AM,Rejected-AOC,L4,08-Apr-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5937715,MA AND SONS,27-Feb-2026 07:57 PM,Rejected-AOC,L3,08-Apr-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5933742,M/S VIPIN KUMAR CONTRACTOR,26-Feb-2026 04:28 PM,Rejected-AOC,L2,08-Apr-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5939516,NARENDRA KUMAR,28-Feb-2026 06:13 AM,Accepted-AOC,L1,08-Apr-2026 04:29 PM,AOC
